id,sourceFile,sourceIndex,sourceType,section,domain,skill,difficulty,questionType,correctAnswer,reviewStatus,visibility,publicationStatus,severity,issues,warnings,governance,topicKey,skeletonKey
antigravity-1600-56d36095,antigravity-bank.json,3962,sat_studio_original,Math,Advanced Math,Nonlinear functions,Hard,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,expression,the expression v cx v can be rewritten in the form v v for all values of v what is the value of v in terms of v and v
antigravity-1600-0c7e4004,antigravity-bank.json,3963,sat_studio_original,Math,Advanced Math,Nonlinear functions,Hard,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,expression,the expression v sx v can be rewritten in the form v v for all values of v what is the value of v in terms of v and v
antigravity-1600-eb6dcaea,antigravity-bank.json,3964,sat_studio_original,Math,Advanced Math,Nonlinear functions,Hard,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,x-intercept,the graph of v v v has an v intercept at v # the function v is defined by v v v v v v v where v v and v are constants if it is known that v # and v # what is the corresponding v in
antigravity-1600-b6baa06d,antigravity-bank.json,3965,sat_studio_original,Math,Advanced Math,Nonlinear functions,Hard,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,x-intercept,the graph of v v v has an v intercept at v # the function v is defined by v v v v v v v where v v and v are constants if it is known that v # and v # what is the corresponding v in
antigravity-1600-b01e66e9,antigravity-bank.json,3966,sat_studio_original,Math,Advanced Math,Nonlinear functions,Hard,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,x-intercept,the graph of v v v has an v intercept at v # the function v is defined by v v v v v v v where v v and v are constants if it is known that v # and v # what is the corresponding v in
antigravity-1600-a1f4df52,antigravity-bank.json,3967,sat_studio_original,Math,Advanced Math,Nonlinear functions,Hard,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,x-intercept,the graph of v v v has an v intercept at v # the function v is defined by v v v v v v v where v v and v are constants if it is known that v # and v # what is the corresponding v in
antigravity-1600-fc3f41cf,antigravity-bank.json,3968,sat_studio_original,Math,Advanced Math,Nonlinear functions,Hard,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,x-intercept,the graph of v v v has an v intercept at v # the function v is defined by v v v v v v v where v v and v are constants if it is known that v # and v # what is the corresponding v in
antigravity-1600-ba7f7f78,antigravity-bank.json,3969,sat_studio_original,Math,Advanced Math,Nonlinear functions,Hard,student_produced_response,5,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,remainder,when the polynomial v v x #x bx v is divided by v # the remainder is # when v v is divided by v # the remainder is # what is the value of the constant v
antigravity-1600-74d2f98b,antigravity-bank.json,3970,sat_studio_original,Math,Advanced Math,Nonlinear functions,Hard,student_produced_response,3,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,remainder,when the polynomial v v x #x bx v is divided by v # the remainder is # when v v is divided by v # the remainder is # what is the value of the constant v
antigravity-1600-03e4e606,antigravity-bank.json,3971,sat_studio_original,Math,Advanced Math,Nonlinear functions,Hard,student_produced_response,8,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,remainder,when the polynomial v v x #x bx v is divided by v # the remainder is # when v v is divided by v # the remainder is # what is the value of the constant v
antigravity-1600-eb22a398,antigravity-bank.json,3972,sat_studio_original,Math,Advanced Math,Nonlinear functions,Hard,student_produced_response,2,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,remainder,when the polynomial v v x #x bx v is divided by v # the remainder is # when v v is divided by v # the remainder is # what is the value of the constant v
antigravity-1600-07ff2443,antigravity-bank.json,3973,sat_studio_original,Math,Advanced Math,Nonlinear functions,Hard,student_produced_response,6,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,remainder,when the polynomial v v x #x bx v is divided by v # the remainder is # when v v is divided by v # the remainder is # what is the value of the constant v
antigravity-1600-e52f8e55,antigravity-bank.json,3974,sat_studio_original,Math,Advanced Math,Nonlinear functions,Hard,student_produced_response,5,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,population,the population of v bacteria colony is modeled by the function v v p # v # where p is the initial population and v is the time in hours if the model is rewritten in the equivalent 
antigravity-1600-2273ab36,antigravity-bank.json,3975,sat_studio_original,Math,Advanced Math,Nonlinear functions,Hard,student_produced_response,7,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,population,the population of v bacteria colony is modeled by the function v v p # v # where p is the initial population and v is the time in hours if the model is rewritten in the equivalent 
antigravity-1600-3a9b56c3,antigravity-bank.json,3976,sat_studio_original,Math,Advanced Math,Nonlinear functions,Hard,student_produced_response,13,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,population,the population of v bacteria colony is modeled by the function v v p # v # where p is the initial population and v is the time in hours if the model is rewritten in the equivalent 
antigravity-1600-4d4d9da1,antigravity-bank.json,3977,sat_studio_original,Math,Advanced Math,Nonlinear functions,Hard,student_produced_response,19,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,population,the population of v bacteria colony is modeled by the function v v p # v # where p is the initial population and v is the time in hours if the model is rewritten in the equivalent 
antigravity-1600-a9279d5d,antigravity-bank.json,3978,sat_studio_original,Math,Advanced Math,Nonlinear functions,Hard,student_produced_response,21,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,population,the population of v bacteria colony is modeled by the function v v p # v # where p is the initial population and v is the time in hours if the model is rewritten in the equivalent 
antigravity-1600-7cf5c8f5,antigravity-bank.json,3979,sat_studio_original,Math,Advanced Math,Nonlinear functions,Hard,student_produced_response,14,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,intersect,the graphs of v x #v # and v #v # intersect at the points x y and x y what is the value of y y
antigravity-1600-63b6ca0e,antigravity-bank.json,3980,sat_studio_original,Math,Advanced Math,Nonlinear functions,Hard,student_produced_response,32,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,intersect,the graphs of v x #v # and v #v # intersect at the points x y and x y what is the value of y y
antigravity-1600-911125e9,antigravity-bank.json,3981,sat_studio_original,Math,Advanced Math,Nonlinear functions,Hard,student_produced_response,22,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,intersect,the graphs of v x #v # and v #v # intersect at the points x y and x y what is the value of y y
antigravity-1600-c473fd2b,antigravity-bank.json,3982,sat_studio_original,Math,Advanced Math,Nonlinear functions,Hard,student_produced_response,34,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,intersect,the graphs of v x #v # and v #v # intersect at the points x y and x y what is the value of y y
antigravity-1600-2bca27a9,antigravity-bank.json,3983,sat_studio_original,Math,Advanced Math,Nonlinear functions,Hard,student_produced_response,30,reviewed,public_candidate,public_candidate_reviewed,warning,,weak_or_missing_distractor_explanations,,intersect,the graphs of v x #v # and v #v # intersect at the points x y and x y what is the value of y y
antigravity-1600-eb41bb8f,antigravity-bank.json,3984,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,thorne,in v recent publication historian aris thorne proposes v novel interpretation of the collapse of the bronze age city of ugarit traditionally attributed to foreign maritime invasion
antigravity-1600-b760fb0e,antigravity-bank.json,3985,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,interpretation,in v recent publication literary critic v v vance proposes v novel interpretation of emily dickinson v later poetry traditionally attributed to increasing psychological isolation l
antigravity-1600-e2f142cd,antigravity-bank.json,3986,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,rostova,while analyzing the evolutionary success of the deep sea pompeii worm biologist dr elena rostova challenges the prevailing consensus that the phenomenon was primarily driven by ext
antigravity-1600-ae6a580b,antigravity-bank.json,3987,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,B,reviewed,public_candidate,public_candidate_reviewed,pass,,,,syntax,linguist samira jalil v research on the rapid syntax shift in nicaraguan sign language has sparked debate opposing the classical view that imitation of spoken spanish syntax the re
antigravity-1600-8c8ed15d,antigravity-bank.json,3988,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,formation,astrophysicist james norton v research on the formation of hot jupiters has sparked debate opposing the classical view that in situ formation close to their host stars the research
antigravity-1600-73d25c84,antigravity-bank.json,3989,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,abandonment,the standard historical and scientific narrative posits that environmental degradation and resource depletion was the main factor behind the abandonment of the cahokia mounds howev
antigravity-1600-965b7add,antigravity-bank.json,3990,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,tversky,in v recent publication psychologist dr aaron tversky proposes v novel interpretation of the framing effect in decision making traditionally attributed to emotional manipulation ps
antigravity-1600-739c2a87,antigravity-bank.json,3991,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,interpretation,in v recent publication sociologist dr maya patel proposes v novel interpretation of the decline of rural civic organizations traditionally attributed to urban migration of the you
antigravity-1600-9ba5675a,antigravity-bank.json,3992,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,B,reviewed,public_candidate,public_candidate_reviewed,pass,,,,jenkins,evaluating the extinction of pleistocene megafauna paleontologist dr sarah jenkins notes anomalies that contradict the theory of human overhunting paleontologist dr sarah jenkins h
antigravity-1600-16764c3b,antigravity-bank.json,3993,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,B,reviewed,public_candidate,public_candidate_reviewed,pass,,,,stagnation,economist dr david wu v research on the stagnation of wages in the late #th century has sparked debate opposing the classical view that globalization and offshoring the researcher 
antigravity-1600-25e63573,antigravity-bank.json,3994,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,B,reviewed,public_candidate,public_candidate_reviewed,pass,,,,development,the standard historical and scientific narrative posits that secular folk traditions was the main factor behind the development of polyphony in medieval europe however musicologist
antigravity-1600-3dbf9429,antigravity-bank.json,3995,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,rivera,while analyzing the spread of invasive kudzu in the american south botanist dr carlos rivera challenges the prevailing consensus that the phenomenon was primarily driven by its rap
antigravity-1600-b14945b4,antigravity-bank.json,3996,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,chiaroscuro,art historian dr fiona gallagher v research on the use of chiaroscuro by caravaggio has sparked debate opposing the classical view that v desire for theatrical realism the research
antigravity-1600-7197e269,antigravity-bank.json,3997,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,alternative,the standard historical and scientific narrative posits that v slow uniform process over millions of years was the main factor behind the formation of the grand canyon however geol
antigravity-1600-422cb9e9,antigravity-bank.json,3998,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,B,reviewed,public_candidate,public_candidate_reviewed,pass,,,,agriculture,anthropologist dr nila desai v research on the adoption of agriculture in the fertile crescent has sparked debate opposing the classical view that v need to secure v stable food su
antigravity-1600-f54985f5,antigravity-bank.json,3999,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,B,reviewed,public_candidate,public_candidate_reviewed,pass,,,,researcher,historian dr thomas beck v research on the success of the mongol empire has sparked debate opposing the classical view that military technological superiority the researcher assert
antigravity-1600-2748ecb5,antigravity-bank.json,4000,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,efficiency,chemist dr li wei v research on the catalytic efficiency of enzyme v has sparked debate opposing the classical view that its shape and binding affinity the researcher asserts that 
antigravity-1600-23b2cf3a,antigravity-bank.json,4001,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,political,evaluating the rise of populist movements political scientist dr jane doe notes anomalies that contradict the theory of economic anxiety political scientist dr jane doe hypothesize
antigravity-1600-9980dad8,antigravity-bank.json,4002,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,researcher,neuroscientist dr robert kim v research on the function of sleep has sparked debate opposing the classical view that memory consolidation the researcher asserts that the clearance 
antigravity-1600-d455c62a,antigravity-bank.json,4003,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,researcher,climatologist dr sarah v connor v research on the little ice age in europe has sparked debate opposing the classical view that decreased solar activity the researcher asserts that 
antigravity-1600-6e84e838,antigravity-bank.json,4004,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,B,reviewed,public_candidate,public_candidate_reviewed,pass,,,,crystal,in v recent publication linguist dr david crystal proposes v novel interpretation of the global dominance of english traditionally attributed to the structural simplicity of its gr
antigravity-1600-23cc2434,antigravity-bank.json,4005,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,biologist,while analyzing the evolution of bird flight biologist dr emily park challenges the prevailing consensus that the phenomenon was primarily driven by v trees down gliding approach i
antigravity-1600-865d43ad,antigravity-bank.json,4006,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,B,reviewed,public_candidate,public_candidate_reviewed,pass,,,,interpretation,in v recent publication economist dr john smith proposes v novel interpretation of the # financial crisis traditionally attributed to the collapse of the housing bubble economist d
antigravity-1600-aec7320a,antigravity-bank.json,4007,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,alternative,the standard historical and scientific narrative posits that mass hysteria and religious fanaticism was the main factor behind the salem witch trials however historian dr alice wal
antigravity-1600-ba40158e,antigravity-bank.json,4008,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,feynman,while analyzing the challenger disaster physicist dr richard feynman challenges the prevailing consensus that the phenomenon was primarily driven by v failure of the v rings due to
antigravity-1600-ac609fce,antigravity-bank.json,4009,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,efficiency,in v paper detailing the efficiency of three photovoltaic materials v v v dr v chen presents data on temperature v and its effect on efficiency the data purportedly show that mater
antigravity-1600-6d742f24,antigravity-bank.json,4010,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,species,v study led by biologist dr v sato focused on the foraging patterns of two ant species v v by manipulating time of day and observing number of ants foraging the team concluded that
antigravity-1600-e1af0d3e,antigravity-bank.json,4011,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,B,reviewed,public_candidate,public_candidate_reviewed,pass,,,,chemist,chemist dr v dubois investigated the reaction rate of v catalyst at varying ph levels tracking both ph level and reaction rate mol v analyzing the results chemist dr v dubois formu
antigravity-1600-bf8d57f2,antigravity-bank.json,4012,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,B,reviewed,public_candidate,public_candidate_reviewed,pass,,,,regions,examining the dynamics of the population density of v keystone predator across four regions ecologist dr v patel plotted density per sq km against region based on the graph the tea
antigravity-1600-88a03366,antigravity-bank.json,4013,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,conductivity,v study led by physicist dr v gomez focused on the conductivity of experimental alloys by manipulating alloy type and observing conductivity v v the team concluded that alloy v dem
antigravity-1600-3e116605,antigravity-bank.json,4014,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,retention,examining the dynamics of the water retention of soil treated with biochar agronomist dr v ndiaye plotted water retention against biochar concentration based on the graph the team 
antigravity-1600-9c7e4fdd,antigravity-bank.json,4015,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,biologist,marine biologist dr v kim investigated coral bleaching rates under different light spectrums tracking both light spectrum and bleaching rate analyzing the results marine biologist 
antigravity-1600-53126244,antigravity-bank.json,4016,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,growth,in v paper detailing the growth rate of genetically modified wheat botanist dr v martinez presents data on weeks after planting and its effect on height cm the data purportedly sho
antigravity-1600-4475078f,antigravity-bank.json,4017,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,formulation,in v paper detailing the absorption time of v new drug formulation pharmacologist dr v lee presents data on patient age group and its effect on time to peak concentration hours the
antigravity-1600-9eb3d5ac,antigravity-bank.json,4018,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,strength,in v paper detailing the tensile strength of carbon nanotube bundles materials scientist dr v zhang presents data on bundle diameter nm and its effect on tensile strength gpa the d
antigravity-1600-482c691a,antigravity-bank.json,4019,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,hurricanes,examining the dynamics of the frequency of category # hurricanes meteorologist dr v johnson plotted number of hurricanes against decade based on the graph the team argues that the 
antigravity-1600-390df62d,antigravity-bank.json,4020,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,tissue,v study led by geneticist dr v ali focused on the expression levels of gene v in different tissues by manipulating tissue type and observing expression level tpm the team concluded
antigravity-1600-72587632,antigravity-bank.json,4021,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,employment,examining the dynamics of the impact of v minimum wage increase on employment economist dr v gupta plotted change in employment against business size employees based on the graph t
antigravity-1600-3cb398c2,antigravity-bank.json,4022,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,B,reviewed,public_candidate,public_candidate_reviewed,pass,,,,quality,examining the dynamics of the effect of screen time on sleep quality psychologist dr v carter plotted sleep quality score # # against hours of screen time based on the graph the te
antigravity-1600-3d97bd8a,antigravity-bank.json,4023,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,B,reviewed,public_candidate,public_candidate_reviewed,pass,,,,sociologist,sociologist dr v nguyen investigated the correlation between commuting distance and civic engagement tracking both commuting distance miles and civic participation index analyzing 
antigravity-1600-97fc0a50,antigravity-bank.json,4024,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,strain,examining the dynamics of the efficacy of v vaccine against different viral strains epidemiologist dr v v brien plotted efficacy against viral strain based on the graph the team ar
antigravity-1600-636b47dd,antigravity-bank.json,4025,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,erosion,examining the dynamics of the rate of soil erosion in different agricultural systems geologist dr v yamamoto plotted erosion rate tons hectare year against farming method based on 
antigravity-1600-65312d85,antigravity-bank.json,4026,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,vocabulary,in v paper detailing the rate of vocabulary acquisition in bilingual children linguist dr v silva presents data on age months and its effect on total vocabulary size the data purpo
antigravity-1600-c3fd2720,antigravity-bank.json,4027,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,B,reviewed,public_candidate,public_candidate_reviewed,pass,,,,luminosity,in v paper detailing the luminosity of variable stars astronomer dr v rossi presents data on time days and its effect on luminosity solar units the data purportedly show that star 
antigravity-1600-9f9f1acc,antigravity-bank.json,4028,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,glycemic,to understand the glycemic index of different carbohydrate sources nutritionist dr v davis designed v trial measuring glycemic index across different levels of food item the resear
antigravity-1600-acc88cf6,antigravity-bank.json,4029,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,streetlight,to understand the impact of artificial light on moth populations ecologist dr v torres designed v trial measuring moths captured across different levels of distance from streetligh
antigravity-1600-2cf7622a,antigravity-bank.json,4030,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,chemist,chemist dr v ivanov investigated the solubility of v compound in different solvents tracking both solvent polarity index and solubility v v analyzing the results chemist dr v ivano
antigravity-1600-b0445373,antigravity-bank.json,4031,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,coefficient,in v paper detailing the friction coefficient of different tire materials physicist dr v chen presents data on road surface condition and its effect on friction coefficient the dat
antigravity-1600-fcae05c0,antigravity-bank.json,4032,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,metabolic,in v paper detailing the metabolic rate of hummingbirds biologist dr v williams presents data on ambient temperature v and its effect on metabolic rate ml v# v hr the data purporte
antigravity-1600-cee2aa0b,antigravity-bank.json,4033,sat_studio_original,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Hard,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,demographer,demographer dr v garcia investigated the fertility rate in developing nations tracking both female education level years and total fertility rate analyzing the results demographer 
antigravity-1600-0c68af8f,antigravity-bank.json,4034,sat_studio_original,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,fundamentally,recent excavations at gobekli tepe have revealed dozens of monumental stone these massive structures fundamentally challenge the timeline of human societal evolution
antigravity-1600-2aae8d3f,antigravity-bank.json,4035,sat_studio_original,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,architectural,the site v most prominent features are its massive v shaped an architectural anomaly that predates the invention of the wheel by several millennia
antigravity-1600-4cbac09d,antigravity-bank.json,4036,sat_studio_original,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,hunter-gatherers,the site v original construction which likely utilized hunter gatherers rather than sedentary an astonishing level of socio economic coordination to complete
antigravity-1600-6b508a63,antigravity-bank.json,4037,sat_studio_original,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,intentionally,radiocarbon dating indicates the structures were built around # and stratigraphy suggests they were intentionally buried centuries later
antigravity-1600-db22d032,antigravity-bank.json,4038,sat_studio_original,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,iconography,scholars the complex iconography on the pillars suggest that the site served as v regional pilgrimage destination
antigravity-1600-feae9605,antigravity-bank.json,4039,sat_studio_original,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,democratized,the crispr cas# system has democratized genetic laboratories worldwide can now perform complex gene edits at v fraction of the historical cost
antigravity-1600-15debdcd,antigravity-bank.json,4040,sat_studio_original,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,mechanism,cas# relies on v guide rna sequence to locate its specific genomic v mechanism derived from the adaptive immune systems of bacteria
antigravity-1600-a5d4f960,antigravity-bank.json,4041,sat_studio_original,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,charpentier,jennifer doudna and emmanuelle charpentier who first elucidated the biochemical mechanics of the crispr the nobel prize in chemistry in #
antigravity-1600-0837a9bd,antigravity-bank.json,4042,sat_studio_original,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,A,reviewed,public_candidate,public_candidate_reviewed,pass,,,,high-fidelity,off target mutations remain v significant concern for therapeutic and researchers are continuously engineering high fidelity variants of the cas# enzyme to mitigate this risk
antigravity-1600-067adc43,antigravity-bank.json,4043,sat_studio_original,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,international,bioethicists the implications of germline editing strongly advocate for an international moratorium on heritable genetic modifications
antigravity-1600-a0f8a40e,antigravity-bank.json,4044,sat_studio_original,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,compositional,jackson pollock v drip paintings discarded traditional compositional focal the entire canvas was treated as v continuous unified field of dynamic action
antigravity-1600-553dbe93,antigravity-bank.json,4045,sat_studio_original,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,multiforms,mark rothko v multiforms feature large hovering rectangles of luminous an aesthetic strategy designed to evoke profound emotional responses from viewers
antigravity-1600-46a5e3ca,antigravity-bank.json,4046,sat_studio_original,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,C,reviewed,public_candidate,public_candidate_reviewed,pass,,,,aftermath,the new york school which emerged in the aftermath of world war the center of the western art world from paris to the united states
antigravity-1600-185c15ea,antigravity-bank.json,4047,sat_studio_original,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,D,reviewed,public_candidate,public_candidate_reviewed,pass,,,,expressionist,abstract expressionist works often lacked recognizable subject and critics initially dismissed them as chaotic displays of unrestrained ego
