id,bankFile,section,domain,skill,difficulty,sourceSignalId,sourceReference,practicePool,skeletonId,skeletonRank,skeletonSize,verdict,issues,prompt,correctAnswer,correctChoice
satking-rw-080,sat-king-supplemental-ai-bank.json,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-eaa08d3d,1,1,fail,missing_current_content_audit_version,"The text first introduces a problem related to solar classrooms, then describes a study showing that classrooms with daylight sensors used less electricity during spring after researchers controlled for site size. Which choice best describes the main purpose of this structure?",D,To present a problem and then show evidence for one possible response to it.
satking-rw-081,sat-king-supplemental-ai-bank.json,Reading and Writing,Craft and Structure,Text Structure and Purpose,Easy,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-03f7515d,1,1,fail,missing_current_content_audit_version,"The text first introduces a problem related to urban gardens, then describes a study showing that cities with more community gardens reported cooler neighborhood blocks during the busiest part of the semester. Which choice best describes the main purpose of this structure?",A,To present a problem and then show evidence for one possible response to it.
satking-rw-082,sat-king-supplemental-ai-bank.json,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-3512963e,1,1,fail,missing_current_content_audit_version,"The text first introduces a problem related to school libraries, then describes a study showing that schools that extended library hours recorded higher independent reading rates in communities with limited prior access. Which choice best describes the main purpose of this structure?",B,To present a problem and then show evidence for one possible response to it.
satking-rw-083,sat-king-supplemental-ai-bank.json,Reading and Writing,Craft and Structure,Cross-Text Connections,Medium,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-ce614ce3,1,1,fail,missing_current_content_audit_version,"Text 1: Some historians argue that local newspapers mainly reflected elite viewpoints because owners controlled what was printed after a six-week pilot.
Text 2: Other historians note that letters to the editor sometimes allowed ordinary readers to challenge those viewpoints during the same period.

Which choice best describes how the author of Text 2 would most likely respond to the claim in Text 1?",C,By agreeing partly but adding that newspapers could also contain dissenting public voices.
satking-rw-084,sat-king-supplemental-ai-bank.json,Reading and Writing,Craft and Structure,Cross-Text Connections,Hard,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-e431fa6a,1,1,fail,missing_current_content_audit_version,"Text 1: Some historians argue that early public parks mainly reflected elite viewpoints because owners controlled what was printed in neighborhoods with similar starting conditions.
Text 2: Other historians note that community petitions sometimes allowed ordinary readers to challenge those viewpoints during the same period.

Which choice best describes how the author of Text 2 would most likely respond to the claim in Text 1?",D,By agreeing partly but adding that newspapers could also contain dissenting public voices.
satking-rw-085,sat-king-supplemental-ai-bank.json,Reading and Writing,Craft and Structure,Cross-Text Connections,Medium,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-1d7a7bdf,1,1,fail,missing_current_content_audit_version,"Text 1: Some historians argue that museum labels mainly reflected elite viewpoints because owners controlled what was printed after researchers controlled for site size.
Text 2: Other historians note that visitor comments sometimes allowed ordinary readers to challenge those viewpoints during the same period.

Which choice best describes how the author of Text 2 would most likely respond to the claim in Text 1?",A,By agreeing partly but adding that newspapers could also contain dissenting public voices.
satking-rw-086,sat-king-supplemental-ai-bank.json,Reading and Writing,Craft and Structure,Cross-Text Connections,Easy,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-46ddb4b6,1,1,fail,missing_current_content_audit_version,"Text 1: Some historians argue that school newspapers mainly reflected elite viewpoints because owners controlled what was printed during the busiest part of the semester.
Text 2: Other historians note that student editorials sometimes allowed ordinary readers to challenge those viewpoints during the same period.

Which choice best describes how the author of Text 2 would most likely respond to the claim in Text 1?",B,By agreeing partly but adding that newspapers could also contain dissenting public voices.
satking-rw-087,sat-king-supplemental-ai-bank.json,Reading and Writing,Craft and Structure,Cross-Text Connections,Hard,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-525aacf6,1,1,fail,missing_current_content_audit_version,"Text 1: Some historians argue that railroad maps mainly reflected elite viewpoints because owners controlled what was printed in communities with limited prior access.
Text 2: Other historians note that traveler annotations sometimes allowed ordinary readers to challenge those viewpoints during the same period.

Which choice best describes how the author of Text 2 would most likely respond to the claim in Text 1?",C,By agreeing partly but adding that newspapers could also contain dissenting public voices.
satking-rw-088,sat-king-supplemental-ai-bank.json,Reading and Writing,Craft and Structure,Cross-Text Connections,Medium,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-f655ce23,1,1,fail,missing_current_content_audit_version,"Text 1: Some historians argue that local newspapers mainly reflected elite viewpoints because owners controlled what was printed after staff received the same training.
Text 2: Other historians note that letters to the editor sometimes allowed ordinary readers to challenge those viewpoints during the same period.

Which choice best describes how the author of Text 2 would most likely respond to the claim in Text 1?",D,By agreeing partly but adding that newspapers could also contain dissenting public voices.
satking-rw-089,sat-king-supplemental-ai-bank.json,Reading and Writing,Craft and Structure,Cross-Text Connections,Hard,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-5dd2b371,1,1,fail,missing_current_content_audit_version,"Text 1: Some historians argue that early public parks mainly reflected elite viewpoints because owners controlled what was printed when the change was paired with clear signage.
Text 2: Other historians note that community petitions sometimes allowed ordinary readers to challenge those viewpoints during the same period.

Which choice best describes how the author of Text 2 would most likely respond to the claim in Text 1?",A,By agreeing partly but adding that newspapers could also contain dissenting public voices.
satking-rw-090,sat-king-supplemental-ai-bank.json,Reading and Writing,Craft and Structure,Cross-Text Connections,Medium,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-4d94a868,1,1,fail,missing_current_content_audit_version,"Text 1: Some historians argue that museum labels mainly reflected elite viewpoints because owners controlled what was printed during a period of unusually high demand.
Text 2: Other historians note that visitor comments sometimes allowed ordinary readers to challenge those viewpoints during the same period.

Which choice best describes how the author of Text 2 would most likely respond to the claim in Text 1?",B,By agreeing partly but adding that newspapers could also contain dissenting public voices.
satking-rw-091,sat-king-supplemental-ai-bank.json,Reading and Writing,Craft and Structure,Cross-Text Connections,Easy,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-5baab79e,1,1,fail,missing_current_content_audit_version,"Text 1: Some historians argue that school newspapers mainly reflected elite viewpoints because owners controlled what was printed after a six-week pilot.
Text 2: Other historians note that student editorials sometimes allowed ordinary readers to challenge those viewpoints during the same period.

Which choice best describes how the author of Text 2 would most likely respond to the claim in Text 1?",C,By agreeing partly but adding that newspapers could also contain dissenting public voices.
satking-rw-092,sat-king-supplemental-ai-bank.json,Reading and Writing,Craft and Structure,Cross-Text Connections,Hard,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-0c3c2fe5,1,1,fail,missing_current_content_audit_version,"Text 1: Some historians argue that railroad maps mainly reflected elite viewpoints because owners controlled what was printed in neighborhoods with similar starting conditions.
Text 2: Other historians note that traveler annotations sometimes allowed ordinary readers to challenge those viewpoints during the same period.

Which choice best describes how the author of Text 2 would most likely respond to the claim in Text 1?",D,By agreeing partly but adding that newspapers could also contain dissenting public voices.
satking-rw-093,sat-king-supplemental-ai-bank.json,Reading and Writing,Craft and Structure,Cross-Text Connections,Medium,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-62a97821,1,1,fail,missing_current_content_audit_version,"Text 1: Some historians argue that local newspapers mainly reflected elite viewpoints because owners controlled what was printed after researchers controlled for site size.
Text 2: Other historians note that letters to the editor sometimes allowed ordinary readers to challenge those viewpoints during the same period.

Which choice best describes how the author of Text 2 would most likely respond to the claim in Text 1?",A,By agreeing partly but adding that newspapers could also contain dissenting public voices.
satking-rw-094,sat-king-supplemental-ai-bank.json,Reading and Writing,Craft and Structure,Cross-Text Connections,Hard,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-79f543d5,1,1,fail,missing_current_content_audit_version,"Text 1: Some historians argue that early public parks mainly reflected elite viewpoints because owners controlled what was printed during the busiest part of the semester.
Text 2: Other historians note that community petitions sometimes allowed ordinary readers to challenge those viewpoints during the same period.

Which choice best describes how the author of Text 2 would most likely respond to the claim in Text 1?",B,By agreeing partly but adding that newspapers could also contain dissenting public voices.
satking-rw-095,sat-king-supplemental-ai-bank.json,Reading and Writing,Craft and Structure,Cross-Text Connections,Medium,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-a55a936b,1,1,fail,missing_current_content_audit_version,"Text 1: Some historians argue that museum labels mainly reflected elite viewpoints because owners controlled what was printed in communities with limited prior access.
Text 2: Other historians note that visitor comments sometimes allowed ordinary readers to challenge those viewpoints during the same period.

Which choice best describes how the author of Text 2 would most likely respond to the claim in Text 1?",C,By agreeing partly but adding that newspapers could also contain dissenting public voices.
satking-rw-096,sat-king-supplemental-ai-bank.json,Reading and Writing,Craft and Structure,Cross-Text Connections,Easy,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-0b8ef082,1,1,fail,missing_current_content_audit_version,"Text 1: Some historians argue that school newspapers mainly reflected elite viewpoints because owners controlled what was printed after staff received the same training.
Text 2: Other historians note that student editorials sometimes allowed ordinary readers to challenge those viewpoints during the same period.

Which choice best describes how the author of Text 2 would most likely respond to the claim in Text 1?",D,By agreeing partly but adding that newspapers could also contain dissenting public voices.
satking-rw-097,sat-king-supplemental-ai-bank.json,Reading and Writing,Craft and Structure,Cross-Text Connections,Hard,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-63b1dc10,1,1,fail,missing_current_content_audit_version,"Text 1: Some historians argue that railroad maps mainly reflected elite viewpoints because owners controlled what was printed when the change was paired with clear signage.
Text 2: Other historians note that traveler annotations sometimes allowed ordinary readers to challenge those viewpoints during the same period.

Which choice best describes how the author of Text 2 would most likely respond to the claim in Text 1?",A,By agreeing partly but adding that newspapers could also contain dissenting public voices.
satking-rw-098,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Medium,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-582887e8,1,1,fail,missing_current_content_audit_version,"While researching a topic, a student has taken the following notes:
- The topic is urban gardens.
- One study found that cities with more community gardens reported cooler neighborhood blocks during the busiest part of the semester.
- The student wants to emphasize the practical result of the study.

Which choice most effectively uses relevant information from the notes to accomplish this goal?",B,A study of urban gardens showed a practical result: cities with more community gardens reported cooler neighborhood blocks.
satking-rw-099,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Hard,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-0330b918,1,1,fail,missing_current_content_audit_version,"While researching a topic, a student has taken the following notes:
- The topic is school libraries.
- One study found that schools that extended library hours recorded higher independent reading rates in communities with limited prior access.
- The student wants to emphasize the practical result of the study.

Which choice most effectively uses relevant information from the notes to accomplish this goal?",C,A study of school libraries showed a practical result: schools that extended library hours recorded higher independent reading rates.
satking-rw-100,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Medium,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-376b373c,1,1,fail,missing_current_content_audit_version,"While researching a topic, a student has taken the following notes:
- The topic is public transit maps.
- One study found that simpler map labels helped riders plan transfers more accurately after staff received the same training.
- The student wants to emphasize the practical result of the study.

Which choice most effectively uses relevant information from the notes to accomplish this goal?",D,A study of public transit maps showed a practical result: simpler map labels helped riders plan transfers more accurately.
satking-rw-101,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Easy,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-3ccaff05,1,1,fail,missing_current_content_audit_version,"While researching a topic, a student has taken the following notes:
- The topic is museum audio guides.
- One study found that visitors using short audio guides spent more time with individual exhibits when the change was paired with clear signage.
- The student wants to emphasize the practical result of the study.

Which choice most effectively uses relevant information from the notes to accomplish this goal?",A,A study of museum audio guides showed a practical result: visitors using short audio guides spent more time with individual exhibits.
satking-rw-102,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Hard,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-e4720987,1,1,fail,missing_current_content_audit_version,"While researching a topic, a student has taken the following notes:
- The topic is wetland restoration.
- One study found that restored wetlands held more stormwater after heavy rain during a period of unusually high demand.
- The student wants to emphasize the practical result of the study.

Which choice most effectively uses relevant information from the notes to accomplish this goal?",B,A study of wetland restoration showed a practical result: restored wetlands held more stormwater after heavy rain.
satking-rw-103,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Medium,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-67de4143,1,1,fail,missing_current_content_audit_version,"While researching a topic, a student has taken the following notes:
- The topic is solar classrooms.
- One study found that classrooms with daylight sensors used less electricity during spring after a six-week pilot.
- The student wants to emphasize the practical result of the study.

Which choice most effectively uses relevant information from the notes to accomplish this goal?",C,A study of solar classrooms showed a practical result: classrooms with daylight sensors used less electricity during spring.
satking-rw-104,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Hard,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-70c45b9d,1,1,fail,missing_current_content_audit_version,"While researching a topic, a student has taken the following notes:
- The topic is urban gardens.
- One study found that cities with more community gardens reported cooler neighborhood blocks in neighborhoods with similar starting conditions.
- The student wants to emphasize the practical result of the study.

Which choice most effectively uses relevant information from the notes to accomplish this goal?",D,A study of urban gardens showed a practical result: cities with more community gardens reported cooler neighborhood blocks.
satking-rw-105,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Medium,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-1efd7052,1,1,fail,missing_current_content_audit_version,"While researching a topic, a student has taken the following notes:
- The topic is school libraries.
- One study found that schools that extended library hours recorded higher independent reading rates after researchers controlled for site size.
- The student wants to emphasize the practical result of the study.

Which choice most effectively uses relevant information from the notes to accomplish this goal?",A,A study of school libraries showed a practical result: schools that extended library hours recorded higher independent reading rates.
satking-rw-106,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Easy,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-23d3836f,1,1,fail,missing_current_content_audit_version,"While researching a topic, a student has taken the following notes:
- The topic is public transit maps.
- One study found that simpler map labels helped riders plan transfers more accurately during the busiest part of the semester.
- The student wants to emphasize the practical result of the study.

Which choice most effectively uses relevant information from the notes to accomplish this goal?",B,A study of public transit maps showed a practical result: simpler map labels helped riders plan transfers more accurately.
satking-rw-107,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Hard,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-e5dee548,1,1,fail,missing_current_content_audit_version,"While researching a topic, a student has taken the following notes:
- The topic is museum audio guides.
- One study found that visitors using short audio guides spent more time with individual exhibits in communities with limited prior access.
- The student wants to emphasize the practical result of the study.

Which choice most effectively uses relevant information from the notes to accomplish this goal?",C,A study of museum audio guides showed a practical result: visitors using short audio guides spent more time with individual exhibits.
satking-rw-108,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Medium,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-4789569e,1,1,fail,missing_current_content_audit_version,"While researching a topic, a student has taken the following notes:
- The topic is wetland restoration.
- One study found that restored wetlands held more stormwater after heavy rain after staff received the same training.
- The student wants to emphasize the practical result of the study.

Which choice most effectively uses relevant information from the notes to accomplish this goal?",D,A study of wetland restoration showed a practical result: restored wetlands held more stormwater after heavy rain.
satking-rw-109,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Hard,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-ec336927,1,1,fail,missing_current_content_audit_version,"While researching a topic, a student has taken the following notes:
- The topic is solar classrooms.
- One study found that classrooms with daylight sensors used less electricity during spring when the change was paired with clear signage.
- The student wants to emphasize the practical result of the study.

Which choice most effectively uses relevant information from the notes to accomplish this goal?",A,A study of solar classrooms showed a practical result: classrooms with daylight sensors used less electricity during spring.
satking-rw-110,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Medium,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-76abf513,1,1,fail,missing_current_content_audit_version,"While researching a topic, a student has taken the following notes:
- The topic is urban gardens.
- One study found that cities with more community gardens reported cooler neighborhood blocks during a period of unusually high demand.
- The student wants to emphasize the practical result of the study.

Which choice most effectively uses relevant information from the notes to accomplish this goal?",B,A study of urban gardens showed a practical result: cities with more community gardens reported cooler neighborhood blocks.
satking-rw-111,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Easy,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-5ee425b3,1,1,fail,missing_current_content_audit_version,"While researching a topic, a student has taken the following notes:
- The topic is school libraries.
- One study found that schools that extended library hours recorded higher independent reading rates after a six-week pilot.
- The student wants to emphasize the practical result of the study.

Which choice most effectively uses relevant information from the notes to accomplish this goal?",C,A study of school libraries showed a practical result: schools that extended library hours recorded higher independent reading rates.
satking-rw-112,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Hard,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-295e0b3d,1,1,fail,missing_current_content_audit_version,"While researching a topic, a student has taken the following notes:
- The topic is public transit maps.
- One study found that simpler map labels helped riders plan transfers more accurately in neighborhoods with similar starting conditions.
- The student wants to emphasize the practical result of the study.

Which choice most effectively uses relevant information from the notes to accomplish this goal?",D,A study of public transit maps showed a practical result: simpler map labels helped riders plan transfers more accurately.
satking-rw-113,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Medium,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-7a4c46ae,1,1,fail,missing_current_content_audit_version,"While researching a topic, a student has taken the following notes:
- The topic is museum audio guides.
- One study found that visitors using short audio guides spent more time with individual exhibits after researchers controlled for site size.
- The student wants to emphasize the practical result of the study.

Which choice most effectively uses relevant information from the notes to accomplish this goal?",A,A study of museum audio guides showed a practical result: visitors using short audio guides spent more time with individual exhibits.
satking-rw-114,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Hard,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-6cfe7b34,1,1,fail,missing_current_content_audit_version,"While researching a topic, a student has taken the following notes:
- The topic is wetland restoration.
- One study found that restored wetlands held more stormwater after heavy rain during the busiest part of the semester.
- The student wants to emphasize the practical result of the study.

Which choice most effectively uses relevant information from the notes to accomplish this goal?",B,A study of wetland restoration showed a practical result: restored wetlands held more stormwater after heavy rain.
satking-rw-115,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Medium,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-ada9d9e1,1,1,fail,missing_current_content_audit_version,"While researching a topic, a student has taken the following notes:
- The topic is solar classrooms.
- One study found that classrooms with daylight sensors used less electricity during spring in communities with limited prior access.
- The student wants to emphasize the practical result of the study.

Which choice most effectively uses relevant information from the notes to accomplish this goal?",C,A study of solar classrooms showed a practical result: classrooms with daylight sensors used less electricity during spring.
satking-rw-116,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Easy,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-ef1b123b,1,1,fail,missing_current_content_audit_version,"While researching a topic, a student has taken the following notes:
- The topic is urban gardens.
- One study found that cities with more community gardens reported cooler neighborhood blocks after staff received the same training.
- The student wants to emphasize the practical result of the study.

Which choice most effectively uses relevant information from the notes to accomplish this goal?",D,A study of urban gardens showed a practical result: cities with more community gardens reported cooler neighborhood blocks.
satking-rw-117,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Hard,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-3b439506,1,1,fail,missing_current_content_audit_version,"While researching a topic, a student has taken the following notes:
- The topic is school libraries.
- One study found that schools that extended library hours recorded higher independent reading rates when the change was paired with clear signage.
- The student wants to emphasize the practical result of the study.

Which choice most effectively uses relevant information from the notes to accomplish this goal?",A,A study of school libraries showed a practical result: schools that extended library hours recorded higher independent reading rates.
satking-rw-118,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Medium,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-454cad33,1,1,fail,missing_current_content_audit_version,"While researching a topic, a student has taken the following notes:
- The topic is public transit maps.
- One study found that simpler map labels helped riders plan transfers more accurately during a period of unusually high demand.
- The student wants to emphasize the practical result of the study.

Which choice most effectively uses relevant information from the notes to accomplish this goal?",B,A study of public transit maps showed a practical result: simpler map labels helped riders plan transfers more accurately.
satking-rw-119,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Hard,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-b128a65a,1,1,fail,missing_current_content_audit_version,"While researching a topic, a student has taken the following notes:
- The topic is museum audio guides.
- One study found that visitors using short audio guides spent more time with individual exhibits after a six-week pilot.
- The student wants to emphasize the practical result of the study.

Which choice most effectively uses relevant information from the notes to accomplish this goal?",C,A study of museum audio guides showed a practical result: visitors using short audio guides spent more time with individual exhibits.
satking-rw-120,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Medium,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-7ab20b3d,1,1,fail,missing_current_content_audit_version,"While researching a topic, a student has taken the following notes:
- The topic is wetland restoration.
- One study found that restored wetlands held more stormwater after heavy rain in neighborhoods with similar starting conditions.
- The student wants to emphasize the practical result of the study.

Which choice most effectively uses relevant information from the notes to accomplish this goal?",D,A study of wetland restoration showed a practical result: restored wetlands held more stormwater after heavy rain.
satking-rw-121,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Easy,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-eb36869c,1,1,fail,missing_current_content_audit_version,"While researching a topic, a student has taken the following notes:
- The topic is solar classrooms.
- One study found that classrooms with daylight sensors used less electricity during spring after researchers controlled for site size.
- The student wants to emphasize the practical result of the study.

Which choice most effectively uses relevant information from the notes to accomplish this goal?",A,A study of solar classrooms showed a practical result: classrooms with daylight sensors used less electricity during spring.
satking-rw-122,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Transitions,Medium,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-06035b68,1,1,fail,missing_current_content_audit_version,"The first trial in a lab suggested that the coating would prevent rust after a six-week pilot. ______ the second trial showed rust forming after only three days.

Which choice completes the text with the most logical transition?",B,"However,"
satking-rw-123,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Transitions,Hard,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-12a3efa3,1,1,fail,missing_current_content_audit_version,"The first trial at a coastal site suggested that the new schedule would reduce delays in neighborhoods with similar starting conditions. ______ the second trial showed buses arriving later than before.

Which choice completes the text with the most logical transition?",C,"However,"
satking-rw-124,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Transitions,Medium,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-200f86b2,1,1,fail,missing_current_content_audit_version,"The first trial during a classroom test suggested that the soil mixture would improve seed growth after researchers controlled for site size. ______ the second trial showed fewer seedlings than the control group.

Which choice completes the text with the most logical transition?",D,"However,"
satking-rw-125,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Transitions,Easy,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-ea91e677,1,1,fail,missing_current_content_audit_version,"The first trial in a city pilot suggested that the survey design would increase responses during the busiest part of the semester. ______ the second trial showed the response rate falling sharply.

Which choice completes the text with the most logical transition?",A,"However,"
satking-rw-126,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Transitions,Hard,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-04aaff82,1,1,fail,missing_current_content_audit_version,"The first trial at a library branch suggested that the coating would prevent rust in communities with limited prior access. ______ the second trial showed rust forming after only three days.

Which choice completes the text with the most logical transition?",B,"However,"
satking-rw-127,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Transitions,Medium,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-1b2e4f5f,1,1,fail,missing_current_content_audit_version,"The first trial in a greenhouse suggested that the new schedule would reduce delays after staff received the same training. ______ the second trial showed buses arriving later than before.

Which choice completes the text with the most logical transition?",C,"However,"
satking-rw-128,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Transitions,Hard,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-b6525be4,1,1,fail,missing_current_content_audit_version,"The first trial in a lab suggested that the soil mixture would improve seed growth when the change was paired with clear signage. ______ the second trial showed fewer seedlings than the control group.

Which choice completes the text with the most logical transition?",D,"However,"
satking-rw-129,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Transitions,Medium,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-e34bb3e8,1,1,fail,missing_current_content_audit_version,"The first trial at a coastal site suggested that the survey design would increase responses during a period of unusually high demand. ______ the second trial showed the response rate falling sharply.

Which choice completes the text with the most logical transition?",A,"However,"
satking-rw-130,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Transitions,Easy,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-fd7b12ff,1,1,fail,missing_current_content_audit_version,"The first trial during a classroom test suggested that the coating would prevent rust after a six-week pilot. ______ the second trial showed rust forming after only three days.

Which choice completes the text with the most logical transition?",B,"However,"
satking-rw-131,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Transitions,Hard,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-b7e7bdf8,1,1,fail,missing_current_content_audit_version,"The first trial in a city pilot suggested that the new schedule would reduce delays in neighborhoods with similar starting conditions. ______ the second trial showed buses arriving later than before.

Which choice completes the text with the most logical transition?",C,"However,"
satking-rw-132,sat-king-supplemental-ai-bank.json,Reading and Writing,Expression of Ideas,Transitions,Medium,,SAT Studio internal blueprint; College Board content domains only; no source exercise text copied.,core_pool,skel-f2a03da6,1,1,fail,missing_current_content_audit_version,"The first trial at a library branch suggested that the soil mixture would improve seed growth after researchers controlled for site size. ______ the second trial showed fewer seedlings than the control group.

Which choice completes the text with the most logical transition?",D,"However,"
