id,sourceFile,sourceType,section,domain,skill,difficulty,questionType,correctAnswer,reviewStatus,visibility,publicationStatus,contentAuditVersion,contentAuditVerdict,promptWords,severity,issues,warnings,governance,topicKey,skeletonKey
antigravity-17d48a66,antigravity-bank.json,antigravity,Math,Algebra,Linear functions,Hard,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,22,pass,,,private_family_only,satisfies,v linear function v satisfies v v v and v v v where v neq v what is the slope of v
antigravity-e486a643,antigravity-bank.json,antigravity,Math,Algebra,Linear inequalities in one or two variables,Hard,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,9,pass,,,private_family_only,inequality,if #v # leq # which compound inequality is equivalent
antigravity-7f5a1858,antigravity-bank.json,antigravity,Math,Algebra,Linear inequalities in one or two variables,Hard,student_produced_response,2,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,23,warning,,weak_or_missing_distractor_explanations,private_family_only,inequalities,v system of inequalities v #v # and v v # at the intersection point of the boundary lines what is the v coordinate
antigravity-5b464587,antigravity-bank.json,antigravity,Math,Algebra,Linear inequalities in one or two variables,Hard,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,17,pass,,,private_family_only,solution,which point is in the solution set of #v #v # and v # and v #
antigravity-92297714,antigravity-bank.json,antigravity,Math,Algebra,Linear inequalities in one or two variables,Hard,student_produced_response,5,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,16,warning,,weak_or_missing_distractor_explanations,private_family_only,inequality,the inequality frac #v # # frac #v # # simplifies to v v what is v
antigravity-72585e5c,antigravity-bank.json,antigravity,Math,Algebra,Linear inequalities in one or two variables,Hard,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,38,pass,,,private_family_only,produces,v company must produce at least # units per day machine v produces # units hour and machine v produces # units hour both machines can run for at most # hours which system of inequa
antigravity-71f68ac3,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,Right triangles and trigonometry,Hard,student_produced_response,84,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,20,warning,,weak_or_missing_distractor_explanations,private_family_only,triangle,in v right triangle one leg is # and the hypotenuse is # what is the area of the triangle
antigravity-f2027944,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,Right triangles and trigonometry,Hard,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,37,pass,,,private_family_only,depression,from the top of v # meter cliff the angle of depression to v boat is # how far is the boat from the base of the cliff use tan # approx# round to nearest whole number
antigravity-20f03bb0,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,Right triangles and trigonometry,Hard,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,23,pass,,,private_family_only,ladder,v # meter ladder leans against v wall making v # angle with the ground how high up the wall does the ladder reach
antigravity-792511b7,antigravity-bank.json,antigravity,Math,Algebra,Systems of two linear equations in two variables,Hard,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,19,pass,,,private_family_only,infinitely,for what value of v does the system v #v # and #v #v v have infinitely many solutions
antigravity-6ca779b6,antigravity-bank.json,antigravity,Math,Algebra,Systems of two linear equations in two variables,Hard,student_produced_response,1,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,16,warning,,weak_or_missing_distractor_explanations,private_family_only,solution,the system #v #v # and #v v # has solution v v what is v v
antigravity-f7b41c64,antigravity-bank.json,antigravity,Math,Algebra,Systems of two linear equations in two variables,Hard,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,30,pass,,,private_family_only,solution,v chemist mixes v # acid solution with v # acid solution to create # ml of v # acid solution how many ml of the # solution are needed
antigravity-855c32dc,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear functions,Hard,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,15,pass,,,private_family_only,maximum,the graph of v v v # #v has v local maximum at which point
antigravity-45400584,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear functions,Medium,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,12,pass,,,private_family_only,horizontal,which of the following functions has v horizontal asymptote at v #
antigravity-3d6d1612,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear functions,Easy,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,12,pass,,,private_family_only,function,the function v v v # # has v minimum value of
antigravity-e8caf505,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear functions,Easy,student_produced_response,3,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,15,pass,,,private_family_only,minimum,if v v v # #v # what is the minimum value of v v
antigravity-02456024,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear functions,Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,28,pass,,,private_family_only,piecewise,v piecewise function is defined as v v #v # for v # and v v v # for v geq # what is v # v #
antigravity-54fe072b,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear functions,Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,21,pass,,,private_family_only,approaches,the function v v frac # v # is undefined at v # as v approaches # from the right v v
antigravity-c6bbe76c,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear functions,Medium,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,11,pass,,,private_family_only,characteristic,which of the following is v characteristic of all polynomial functions
antigravity-029793f4,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear functions,Medium,student_produced_response,8,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,20,pass,,,private_family_only,maximum,the function v v # v # # # has v maximum value what is the maximum value of v v
antigravity-3c3b4e89,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear functions,Hard,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,45,pass,,,private_family_only,function,v function v is defined on the interval # # the function is decreasing on # # has v minimum at v # and is increasing on # # if v # # and v # # which could be the value of v #
antigravity-bf0cc492,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Medium,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,22,pass,,,private_family_only,conforms,neither the ceo nor the board members willing to approve the merger without further review which choice conforms to standard english
antigravity-c87e4d84,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Hard,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,27,pass,,,private_family_only,conference,the data collected by the researchers along with the analysis performed by their graduate students presented at the annual conference which choice conforms to standard english
antigravity-37ff2f91,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,29,pass,,,private_family_only,immediately,after running the marathon in record the exhausted athlete collapsed at the finish line and was immediately attended to by medical staff which choice conforms to standard english
antigravity-4920996b,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,21,pass,,,private_family_only,photographs,the museum v collection includes paintings by monet sculptures by rodin photographs by ansel adams which choice conforms to standard english
antigravity-22def2be,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Hard,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,20,pass,,,private_family_only,recommended,the committee recommended that the company its hiring practices to promote greater diversity which choice conforms to standard english
antigravity-875d285a,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Medium,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,20,pass,,,private_family_only,applications,interested in applying for the scholarship should submit their applications by march # which choice conforms to standard english
antigravity-ece21074,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Medium,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,27,pass,,,private_family_only,masterpiece,the novel widely regarded as v masterpiece of postmodern literature translated into over forty languages since its publication in # which choice conforms to standard english
antigravity-90e552a0,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,22,pass,,,private_family_only,additional,hoping to improve the school board voted to reduce class sizes and hire additional teachers which choice conforms to standard english
antigravity-cc7c7bd5,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,21,pass,,,private_family_only,acknowledged,each of the scientists who contributed to the study acknowledged in the final publication which choice conforms to standard english
antigravity-9f23fc15,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Easy,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,27,pass,,,private_family_only,professor,the professor asked the students to not only read the textbook to complete the practice problems before the next lecture which choice conforms to standard english
antigravity-ffe05caf,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Transitions,Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,30,pass,,,private_family_only,watercolors,the artist spent years perfecting her technique in oil painting her latest exhibition showcases v dramatic shift to watercolors surprising critics and fans alike which transition i
antigravity-751e6e1b,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,28,pass,,,private_family_only,statistically,the experiment v first trial produced inconclusive results the researchers modified their methodology and conducted v second trial which yielded statistically significant findings 
antigravity-2cecfc3b,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,27,pass,,,private_family_only,increasingly,solar energy has become increasingly affordable over the past decade the upfront installation costs remain v significant barrier for low income households which transition is most 
antigravity-c06a7e00,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,35,pass,,,private_family_only,distribution,the new vaccine was shown to be # effective in clinical trials public health officials cautioned that widespread distribution would take several months due to manufacturing and log
antigravity-a79010fc,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Transitions,Easy,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,30,pass,,,private_family_only,renaissance,the renaissance period saw an explosion of artistic innovation in italy the netherlands experienced its own golden age of painting during the #th century which transition is most l
antigravity-b68d7493,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Transitions,Hard,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,31,pass,,,private_family_only,transition,the mayor proposed v # budget increase for public schools she suggested reallocating funds from the military surplus to cover the cost without raising taxes which transition is mos
antigravity-acb63c25,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Transitions,Hard,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,26,pass,,,private_family_only,operational,the company v revenue grew by # last quarter its net profit actually declined by # due to rising operational costs which transition is most logical
antigravity-235dd740,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Transitions,Easy,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,30,pass,,,private_family_only,prescription,the patient v blood pressure returned to normal within two weeks of starting the medication his cholesterol levels remained dangerously high requiring an additional prescription wh
antigravity-d7d43745,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Transitions,Hard,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,29,pass,,,private_family_only,archaeological,the archaeological site yielded thousands of pottery fragments the team recovered several intact bronze weapons artifacts rarely found in settlements of this period which transitio
antigravity-0ba84aad,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Transitions,Easy,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,32,pass,,,private_family_only,overwhelmingly,the film received overwhelmingly negative reviews from critics it earned over # million at the global box office making it one of the year v highest grossing movies which transitio
antigravity-c8c1ec9b,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,26,pass,,,private_family_only,established,the scientist v groundbreaking which challenged decades of established theory was initially met with fierce resistance from the academic community which choice conforms to standard
antigravity-342a97da,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,20,pass,,,private_family_only,contributed,three factors contributed to the project v inadequate funding poor leadership and unrealistic deadlines which choice conforms to standard english
antigravity-60ef5af9,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,24,pass,,,private_family_only,performance,the orchestra v performance was the audience sat in stunned silence for several seconds before erupting into applause which choice conforms to standard english
antigravity-949d8e31,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,30,pass,,,private_family_only,architect,the architect designed the building to maximize natural large windows face south to capture sunlight and the roof is angled to collect rainwater which choice conforms to standard e
antigravity-c037712c,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,Boundaries,Hard,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,22,pass,,,private_family_only,immediately,the company v new ceo v former military immediately implemented strict operational discipline across all departments which choice conforms to standard english
antigravity-7b2280ac,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,student_produced_response,54,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,19,pass,,,private_family_only,complementary,two complementary angles are in the ratio # # what is the measure of the larger angle in degrees
antigravity-d6bdd962,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,24,pass,,,private_family_only,non-adjacent,an exterior angle of v triangle measures # if one of the non adjacent interior angles is # what is the other non adjacent interior angle
antigravity-281c5f5b,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Medium,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,25,pass,,,private_family_only,triangle,in the coordinate plane triangle pqr has vertices v # # v # # and v # # what is the area of the triangle
antigravity-b457c0a2,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,student_produced_response,100,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,20,pass,,,private_family_only,triangle,v triangle has angles in the ratio # # # what is the measure of the largest angle in degrees
antigravity-f6e89d15,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Hard,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,29,pass,,,private_family_only,triangle,two similar triangles have corresponding sides in the ratio # # if the area of the smaller triangle is # cm what is the area of the larger triangle
antigravity-b51e15ca,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,25,pass,,,private_family_only,smallest,in v triangle one angle is twice the smallest angle and the third angle is three times the smallest angle what is the smallest angle
antigravity-fe8af911,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Medium,student_produced_response,6,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,30,pass,,,private_family_only,meters,v vertical pole casts v shadow # meters long at the same time v # meter tall person casts v shadow # meters long how tall is the pole in meters
antigravity-7b6e56c6,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Medium,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,32,pass,,,private_family_only,transversal,angle v and angle v are alternate interior angles formed by v transversal cutting two parallel lines if v angle v #v # and v angle v #v # what is v
antigravity-e38effe7,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Hard,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,11,pass,,,private_family_only,centroid,the centroid of v triangle divides each median in the ratio
antigravity-1fea7739,antigravity-bank.json,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,17,pass,,,private_family_only,triangle,in triangle abc ab ac # and bc # what is the height from v to bc
antigravity-3ae95c0a,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,30,pass,,,private_family_only,,v bar chart shows the number of books read by # students ana # ben # cho # dan # eve # what is the mean number of books read
antigravity-6dffe48d,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,student_produced_response,75000,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,31,pass,,,private_family_only,budget,v pie chart shows v company v budget salaries # rent # marketing # v v # other # if the total budget is # how much is spent on marketing
antigravity-dce50f53,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,40,pass,,,private_family_only,temperature,v line graph shows the temperature at noon each day for v week mon # tue # wed # thu # fri # sat # sun # on which day was the temperature decrease from the previous day the largest
antigravity-816ae4c6,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,28,pass,,,private_family_only,studied,v two way table passed failed total studied # # # didn v study # # # total # # # what percentage of students who studied passed the exam
antigravity-4af0dfb5,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,32,pass,,,private_family_only,distribution,v histogram shows the distribution of test scores for # students the tallest bar spans the interval # # with v frequency of # what percentage of students scored in the # # range
antigravity-d43982e0,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Medium,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,38,pass,,,private_family_only,in-store,v stacked bar chart shows total sales for v# v# v# and v# each bar is divided into online and in store in v# total sales are #v with online at #v what fraction of v# sales were in 
antigravity-7c0d9f6b,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Medium,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,34,pass,,,private_family_only,correlation,v scatter plot shows v strong positive correlation between study hours and exam scores one data point shows v student who studied # hours but scored only # this point is best descr
antigravity-960803cc,antigravity-bank.json,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Medium,student_produced_response,50,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,24,pass,,,private_family_only,percentage,v box plot shows min # v# # median # v# # max # what percentage of the data falls between v# and v#
antigravity-99cb8f88,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,student_produced_response,5,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,14,pass,,,private_family_only,,solve frac # v frac # v # what is the value of v
antigravity-024d986a,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,8,pass,,,private_family_only,solutions,what are the solutions to #v # #
antigravity-04db9f7c,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,student_produced_response,5,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,18,pass,,,private_family_only,,if frac v # # v # # and v neq # what is the value of v
antigravity-97350f73,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,23,pass,,,private_family_only,solutions,the system v v # and v #v # has two solutions what is the sum of the v values of these solutions
antigravity-f8af47b2,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,13,pass,,,private_family_only,undefined,for what value v of v is frac v # v # # undefined
antigravity-02aa830a,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,55,pass,,,private_family_only,bioluminescence,notes bioluminescence is the production of light by living organisms deep sea creatures use it for hunting mating and defense over # of deep sea organisms produce bioluminescence t
antigravity-d22da44f,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Hard,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,67,pass,,,private_family_only,desalination,notes desalination is the process of removing salt from seawater to produce drinking water the most common method is reverse osmosis which forces water through v membrane desalinat
antigravity-fb0a75eb,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Medium,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,71,pass,,,private_family_only,voyager,notes the voyager # spacecraft launched in # is the most distant human made object from earth it is currently over # billion miles from the sun in interstellar space voyager # carr
antigravity-ec140492,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Hard,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,69,pass,,,private_family_only,deprivation,notes sleep deprivation impairs cognitive functions including memory attention and decision making the cdc reports that # in # american adults do not get enough sleep chronic sleep
antigravity-20d6f5fb,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Easy,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,69,pass,,,private_family_only,fermentation,notes fermentation is v metabolic process in which microorganisms convert sugars into alcohol or acids it has been used by humans for thousands of years to produce bread beer wine 
antigravity-776fef82,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,77,pass,,,private_family_only,bamboo,notes bamboo is one of the fastest growing plants on earth with some species growing up to # cm per day it can be harvested every # # years compared to # # years for most hardwoods
antigravity-33f39ed0,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Hard,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,73,pass,,,private_family_only,temperatures,notes the great barrier reef is the world v largest coral reef system stretching over # km it is home to # species of fish and # types of coral rising ocean temperatures have cause
antigravity-3f657507,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Easy,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,65,pass,,,private_family_only,molecules,notes the rosetta mission successfully landed v probe on v comet in # the comet #v churyumov gerasimenko is about # km wide the probe found organic molecules on the comet v surface
antigravity-aa9f4b3e,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear functions,Easy,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,31,pass,,,private_family_only,population,the function v v # cdot # v models the growth of v bacterial colony what is the initial population and by what factor does it grow each unit of time
antigravity-46442abc,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear functions,Medium,student_produced_response,5618,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,25,pass,,,private_family_only,compounded,v savings account has # and earns # annual interest compounded annually what is the balance after # years round to the nearest dollar
antigravity-01c68cc1,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear functions,Medium,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,25,pass,,,private_family_only,approximately,the half life of v medication in the body is # hours if v patient takes # mg at noon approximately how much remains at midnight
antigravity-fff4b8d4,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear functions,Hard,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,23,pass,,,private_family_only,growth,v town v population was # in # and # in # if growth is exponential what is the annual growth rate
antigravity-8850bcd3,antigravity-bank.json,antigravity,Math,Advanced Math,Nonlinear functions,Easy,student_produced_response,6,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,10,pass,,,private_family_only,,solve # v # what is the value of v
antigravity-0e0101a0,antigravity-bank.json,antigravity,Math,Algebra,Linear functions,Easy,student_produced_response,150,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,26,pass,,,private_family_only,rental,v car rental costs # day plus # mile if the total cost for v # day rental is # how many miles were driven
antigravity-1262e489,antigravity-bank.json,antigravity,Math,Algebra,Linear functions,Medium,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,18,pass,,,private_family_only,intercept,the graph of v linear function passes through # # and # # what is the v intercept
antigravity-e92ef6a4,antigravity-bank.json,antigravity,Math,Algebra,Linear functions,Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,16,pass,,,private_family_only,function,v linear function v has v # # and v # # what is v #
antigravity-3000490a,antigravity-bank.json,antigravity,Math,Algebra,Linear functions,Medium,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,24,pass,,,private_family_only,battery,v phone battery drains linearly at # am it is # at noon it is # at what time will the battery reach #
antigravity-62cc989f,antigravity-bank.json,antigravity,Math,Algebra,Linear functions,Easy,student_produced_response,30,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,29,pass,,,private_family_only,length,v spring v length in cm is modeled by v v #v # where v is the weight in grams attached what weight produces v length of # cm
antigravity-06570fc2,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,86,pass,,,private_family_only,anderson,text # sociologist elijah anderson v code of the street theory suggests that in disadvantaged neighborhoods young men adopt aggressive posturing as v rational survival strategy in 
