id,bank,sourceType,section,domain,skill,difficulty,sourceSignalId,sourceReference,reviewStatus,templateFormId,templateFormRank,templateMaxVisible,calculationEaseScore,roundAnswerPreferred,practicePool,skeletonId,skeletonRank,skeletonSize,skeletonCoreLimit,skeletonActiveLimit,questionType,verdict,studentUse,issues,correctAnswer,correctChoice,prompt
archive-ai-archive-signal-ivy-global-sat-2016-005,Archive AI,ai_generated,Reading and Writing,Expression of Ideas,Transitions,Easy,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-c8225222,3,3,2,False,core_pool,skel_458854c1,3,3,3,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,D,"However,","In a follow-up test after 38 days, researchers predicted that seeds would germinate quickly in warmer soil. ______ the warmest samples produced the fewest seedlings.

Which choice completes the text with the most logical transition?"
archive-ai-archive-signal-ivy-global-sat-2016-008,Archive AI,ai_generated,Math,Algebra,Systems of two linear equations in two variables,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-198a2b3d,3,3,0,True,core_pool,skel_f85ab2cb,3,6,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,A,28,"In a garden planning problem, two values x and y satisfy this system:

x + y = 39
x - y = 17

What is the value of x?"
archive-ai-archive-signal-ivy-global-sat-2016-009,Archive AI,ai_generated,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,,,,,,core_pool,skel_201a9232,1,9,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,D,28,"In a library model, the equation x^2 - 44x + 448 = 0 has two solutions. What is the greater solution?"
archive-ai-archive-signal-ivy-global-sat-2016-010,Archive AI,ai_generated,Math,Problem-Solving and Data Analysis,Percentages,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-d14eb57d,6,3,1,False,remedial_pool,skel_478fca7a,9,9,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,C,507,"In a museum fundraiser, a price of $350 is increased by 45%. What is the new price?"
archive-ai-archive-signal-ivy-global-sat-2016-011,Archive AI,ai_generated,Math,Geometry and Trigonometry,Circles,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-e3230686,5,3,0,False,remedial_pool,skel_f2b28210,6,7,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,B,5041pi,A circular workshop display has radius 71. What is its area?
archive-ai-archive-signal-ivy-global-sat-2016-013,Archive AI,ai_generated,Reading and Writing,Information and Ideas,Inferences,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-79ca963b,3,3,3,False,remedial_pool,skel_3692f8ed,3,4,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,D,The native plants may have attracted additional pollinators.,"At the Hill site, after a garden replaced part of its lawn with native plants, observed pollinators rose by midsummer. The change occurred during week 6 of the first full month and was based on 81 observations.

Which inference is best supported by the text?"
archive-ai-archive-signal-ivy-global-sat-2016-014,Archive AI,ai_generated,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-e723f3a1,2,3,2,False,remedial_pool,skel_af4e2d74,6,9,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,C,"After students attended at least six sessions, their average quiz score rose by 12 points.","A student claims that a tutoring program involving 38 participants had a measurable effect during a fall trial. Which finding, if true, would most directly support the claim?"
archive-ai-archive-signal-ivy-global-sat-2016-015,Archive AI,ai_generated,Reading and Writing,Craft and Structure,Words in Context,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-dd9c0299,2,3,2,False,core_pool,skel_260e2532,2,4,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,B,credible,"During the field update, after reviewing 20 field notes, the researcher's summary was unusually ______: it was supported by independent records and repeated observations.

Which choice completes the text with the most logical and precise word?"
archive-ai-archive-signal-ivy-global-sat-2016-016,Archive AI,ai_generated,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,,,,,,core_pool,skel_e7033fdf,2,2,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,A,It presents a drawback of an approach and then identifies a potential advantage of that approach.,"During a May public briefing with 34 planners, the text first describes a challenge associated with electric buses, especially charging costs. It then explains a possible benefit: maintenance savings.

Which choice best describes the overall structure of the text?"
archive-ai-archive-signal-ivy-global-sat-2016-017,Archive AI,ai_generated,Reading and Writing,Expression of Ideas,Transitions,Easy,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-f7c618f6,2,3,2,False,core_pool,skel_f335120d,2,2,3,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,D,"However,","In a later classroom trial after 17 days, researchers predicted that seeds would germinate quickly in warmer soil. ______ the warmest samples produced the fewest seedlings.

Which choice completes the text with the most logical transition?"
archive-ai-archive-signal-ivy-global-sat-2016-019,Archive AI,ai_generated,Math,Algebra,Linear equations in one variable,Easy,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,,,,,,remedial_pool,skel_9c3d3f7d,6,10,3,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,B,34,"If 10x - 18 = 322, what is the value of x?"
archive-ai-archive-signal-ivy-global-sat-2016-020,Archive AI,ai_generated,Math,Algebra,Systems of two linear equations in two variables,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-d6b4ed6b,4,3,0,True,core_pool,skel_89ff12b7,4,7,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,A,31,"In a stadium planning problem, two values x and y satisfy this system:

x + y = 56
x - y = 6

What is the value of x?"
archive-ai-archive-signal-ivy-global-sat-2016-021,Archive AI,ai_generated,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,,,,,,remedial_pool,skel_db25e7b8,7,8,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,D,41,"In a school model, the equation x^2 - 56x + 615 = 0 has two solutions. What is the greater solution?"
archive-ai-archive-signal-ivy-global-sat-2016-022,Archive AI,ai_generated,Math,Problem-Solving and Data Analysis,Percentages,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-a769911e,5,3,1,False,core_pool,skel_6a719719,4,8,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,C,276,"In a lab fundraiser, a price of $230 is increased by 20%. What is the new price?"
archive-ai-archive-signal-ivy-global-sat-2016-023,Archive AI,ai_generated,Math,Geometry and Trigonometry,Circles,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-058bf56f,5,3,0,False,remedial_pool,skel_5cf0488d,5,7,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,B,4356pi,A circular market display has radius 66. What is its area?
archive-ai-archive-signal-ivy-global-sat-2016-025,Archive AI,ai_generated,Reading and Writing,Information and Ideas,Inferences,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-c6d5e387,5,3,3,False,remedial_pool,skel_87393159,4,5,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,D,The native plants may have attracted additional pollinators.,"At the West site, after a garden replaced part of its lawn with native plants, observed pollinators rose by midsummer. The change occurred during week 2 of the first full month and was based on 93 observations.

Which inference is best supported by the text?"
archive-ai-archive-signal-ivy-global-sat-2016-026,Archive AI,ai_generated,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-e723f3a1,3,3,2,False,remedial_pool,skel_af4e2d74,7,9,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,C,"After students attended at least six sessions, their average quiz score rose by 12 points.","A student claims that a tutoring program involving 50 participants had a measurable effect during a fall trial. Which finding, if true, would most directly support the claim?"
archive-ai-archive-signal-ivy-global-sat-2016-027,Archive AI,ai_generated,Reading and Writing,Craft and Structure,Words in Context,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-dd9c0299,3,3,3,False,remedial_pool,skel_260e2532,3,4,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,B,credible,"During the field update, after reviewing 87 field notes, the researcher's summary was unusually ______: it was supported by independent records and repeated observations.

Which choice completes the text with the most logical and precise word?"
archive-ai-archive-signal-ivy-global-sat-2016-028,Archive AI,ai_generated,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-ea35db44,2,3,2,False,core_pool,skel_05f3bc55,3,3,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,A,It presents a drawback of an approach and then identifies a potential advantage of that approach.,"During a May planning session with 46 planners, the text first describes a challenge associated with electric buses, especially charging costs. It then explains a possible benefit: maintenance savings.

Which choice best describes the overall structure of the text?"
archive-ai-archive-signal-ivy-global-sat-2016-029,Archive AI,ai_generated,Reading and Writing,Expression of Ideas,Transitions,Easy,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-d881af54,3,3,2,False,remedial_pool,skel_75d3626b,3,3,3,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,D,"However,","In the next round of observations after 41 days, researchers predicted that seeds would germinate quickly in warmer soil. ______ the warmest samples produced the fewest seedlings.

Which choice completes the text with the most logical transition?"
archive-ai-archive-signal-ivy-global-sat-2016-032,Archive AI,ai_generated,Math,Algebra,Systems of two linear equations in two variables,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-198a2b3d,4,3,0,True,core_pool,skel_f85ab2cb,4,6,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,A,34,"In a garden planning problem, two values x and y satisfy this system:

x + y = 32
x - y = 36

What is the value of x?"
archive-ai-archive-signal-ivy-global-sat-2016-033,Archive AI,ai_generated,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,,,,,,core_pool,skel_2596989a,2,9,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,D,25,"In a library model, the equation x^2 - 39x + 350 = 0 has two solutions. What is the greater solution?"
archive-ai-archive-signal-ivy-global-sat-2016-034,Archive AI,ai_generated,Math,Problem-Solving and Data Analysis,Percentages,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-d14eb57d,7,3,1,False,core_pool,skel_478fca7a,4,9,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,C,198,"In a museum fundraiser, a price of $110 is increased by 80%. What is the new price?"
archive-ai-archive-signal-ivy-global-sat-2016-035,Archive AI,ai_generated,Math,Geometry and Trigonometry,Circles,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-e3230686,6,3,0,False,remedial_pool,skel_f2b28210,7,7,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,B,3721pi,A circular workshop display has radius 61. What is its area?
archive-ai-archive-signal-ivy-global-sat-2016-037,Archive AI,ai_generated,Reading and Writing,Information and Ideas,Inferences,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-79ca963b,4,3,3,False,remedial_pool,skel_3692f8ed,4,4,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,D,The native plants may have attracted additional pollinators.,"At the Hill site, after a garden replaced part of its lawn with native plants, observed pollinators rose by midsummer. The change occurred during week 14 of the first full month and was based on 105 observations.

Which inference is best supported by the text?"
archive-ai-archive-signal-ivy-global-sat-2016-038,Archive AI,ai_generated,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-e723f3a1,4,3,3,False,remedial_pool,skel_af4e2d74,8,9,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,C,"After students attended at least six sessions, their average quiz score rose by 12 points.","A student claims that a tutoring program involving 62 participants had a measurable effect during a fall trial. Which finding, if true, would most directly support the claim?"
archive-ai-archive-signal-ivy-global-sat-2016-039,Archive AI,ai_generated,Reading and Writing,Craft and Structure,Words in Context,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-dd9c0299,4,3,3,False,remedial_pool,skel_260e2532,4,4,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,B,credible,"During the field update, after reviewing 71 field notes, the researcher's summary was unusually ______: it was supported by independent records and repeated observations.

Which choice completes the text with the most logical and precise word?"
archive-ai-archive-signal-ivy-global-sat-2016-040,Archive AI,ai_generated,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-fd0e6f45,2,3,3,False,core_pool,skel_0b78181c,3,3,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,A,It presents a drawback of an approach and then identifies a potential advantage of that approach.,"During a May committee meeting with 58 planners, the text first describes a challenge associated with electric buses, especially charging costs. It then explains a possible benefit: maintenance savings.

Which choice best describes the overall structure of the text?"
archive-ai-archive-signal-ivy-global-sat-2016-041,Archive AI,ai_generated,Reading and Writing,Expression of Ideas,Transitions,Easy,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-23f28b4f,3,3,2,False,core_pool,skel_56c3b4d6,3,3,3,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,D,"However,","During a second review after 20 days, researchers predicted that seeds would germinate quickly in warmer soil. ______ the warmest samples produced the fewest seedlings.

Which choice completes the text with the most logical transition?"
archive-ai-archive-signal-ivy-global-sat-2016-043,Archive AI,ai_generated,Math,Algebra,Linear equations in one variable,Easy,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-38a863a4,1,3,0,True,remedial_pool,skel_40913eeb,7,10,3,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,B,14,"If 7x - 8 = 90, what is the value of x?"
archive-ai-archive-signal-ivy-global-sat-2016-044,Archive AI,ai_generated,Math,Algebra,Systems of two linear equations in two variables,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-d6b4ed6b,5,3,0,True,core_pool,skel_89ff12b7,5,7,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,A,37,"In a stadium planning problem, two values x and y satisfy this system:

x + y = 49
x - y = 25

What is the value of x?"
archive-ai-archive-signal-ivy-global-sat-2016-045,Archive AI,ai_generated,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,,,,,,core_pool,skel_9badfca5,1,8,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,D,38,"In a school model, the equation x^2 - 51x + 494 = 0 has two solutions. What is the greater solution?"
archive-ai-archive-signal-ivy-global-sat-2016-046,Archive AI,ai_generated,Math,Problem-Solving and Data Analysis,Percentages,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-a769911e,6,3,1,False,remedial_pool,skel_6a719719,7,8,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,C,604,"In a lab fundraiser, a price of $390 is increased by 55%. What is the new price?"
archive-ai-archive-signal-ivy-global-sat-2016-047,Archive AI,ai_generated,Math,Geometry and Trigonometry,Circles,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-058bf56f,6,3,0,False,remedial_pool,skel_5cf0488d,6,7,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,B,3136pi,A circular market display has radius 56. What is its area?
archive-ai-archive-signal-ivy-global-sat-2016-049,Archive AI,ai_generated,Reading and Writing,Information and Ideas,Inferences,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-c6d5e387,2,3,2,False,remedial_pool,skel_87393159,5,5,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,D,The native plants may have attracted additional pollinators.,"At the West site, after a garden replaced part of its lawn with native plants, observed pollinators rose by midsummer. The change occurred during week 10 of the first full month and was based on 27 observations.

Which inference is best supported by the text?"
archive-ai-archive-signal-ivy-global-sat-2016-050,Archive AI,ai_generated,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Medium,archive-signal-ivy-global-sat-2016,SAT/PRACTICE TESTS/Ivy Global/Ivy Global SAT 2016.pdf,reviewed,form-e723f3a1,5,3,3,False,remedial_pool,skel_af4e2d74,9,9,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,C,"After students attended at least six sessions, their average quiz score rose by 12 points.","A student claims that a tutoring program involving 74 participants had a measurable effect during a fall trial. Which finding, if true, would most directly support the claim?"
archive-ai-archive-signal-cracking-sat-2020-prem-online-practice-test-8-answers-001,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-cracking-sat-2020-prem-online-practice-test-8-answers,SAT/PRACTICE TESTS/Princeton review /Crack the new Sat online practice/Cracking_SAT_2020_Prem_Online_Practice_Test_8_Answers.pdf,reviewed,form-02c32203,3,3,2,False,remedial_pool,skel_498fd919,7,10,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,B,:,"The student editor needed two items for the grant draft presentation in room 33 after reviewing 18 records ______ a clear diagram and a short summary.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-cracking-sat-2020-prem-online-practice-test-8-answers-002,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-cracking-sat-2020-prem-online-practice-test-8-answers,SAT/PRACTICE TESTS/Princeton review /Crack the new Sat online practice/Cracking_SAT_2020_Prem_Online_Practice_Test_8_Answers.pdf,reviewed,form-76e5c391,12,3,3,False,remedial_pool,skel_be09616d,8,10,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,A,:,"The debate coach needed two items for the field report presentation in room 51 after reviewing 36 records ______ a clear diagram and a short summary.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-cracking-sat-2020-prem-online-practice-test-8-answers-003,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-cracking-sat-2020-prem-online-practice-test-8-answers,SAT/PRACTICE TESTS/Princeton review /Crack the new Sat online practice/Cracking_SAT_2020_Prem_Online_Practice_Test_8_Answers.pdf,reviewed,form-84b8c3b6,10,3,3,False,remedial_pool,skel_8f0adec2,7,10,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,D,:,"The robotics team needed two items for the survey presentation in room 69 after reviewing 54 records ______ a clear diagram and a short summary.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-cracking-sat-2020-prem-online-practice-test-8-answers-005,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-cracking-sat-2020-prem-online-practice-test-8-answers,SAT/PRACTICE TESTS/Princeton review /Crack the new Sat online practice/Cracking_SAT_2020_Prem_Online_Practice_Test_8_Answers.pdf,reviewed,form-02c32203,12,3,3,False,remedial_pool,skel_498fd919,8,10,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,B,:,"The student editor needed two items for the grant draft presentation in room 8 after reviewing 90 records ______ a clear diagram and a short summary.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-cracking-sat-2020-prem-online-practice-test-8-answers-006,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-cracking-sat-2020-prem-online-practice-test-8-answers,SAT/PRACTICE TESTS/Princeton review /Crack the new Sat online practice/Cracking_SAT_2020_Prem_Online_Practice_Test_8_Answers.pdf,reviewed,form-76e5c391,4,3,2,False,remedial_pool,skel_be09616d,9,10,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,A,:,"The debate coach needed two items for the field report presentation in room 26 after reviewing 18 records ______ a clear diagram and a short summary.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-cracking-sat-2020-prem-online-practice-test-8-answers-007,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-cracking-sat-2020-prem-online-practice-test-8-answers,SAT/PRACTICE TESTS/Princeton review /Crack the new Sat online practice/Cracking_SAT_2020_Prem_Online_Practice_Test_8_Answers.pdf,reviewed,form-84b8c3b6,3,3,2,False,remedial_pool,skel_8f0adec2,8,10,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,D,:,"The robotics team needed two items for the survey presentation in room 44 after reviewing 36 records ______ a clear diagram and a short summary.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-cracking-sat-2020-prem-online-practice-test-8-answers-009,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-cracking-sat-2020-prem-online-practice-test-8-answers,SAT/PRACTICE TESTS/Princeton review /Crack the new Sat online practice/Cracking_SAT_2020_Prem_Online_Practice_Test_8_Answers.pdf,reviewed,form-02c32203,13,3,3,False,remedial_pool,skel_498fd919,9,10,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,B,:,"The student editor needed two items for the grant draft presentation in room 80 after reviewing 72 records ______ a clear diagram and a short summary.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-cracking-sat-2020-prem-online-practice-test-8-answers-010,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-cracking-sat-2020-prem-online-practice-test-8-answers,SAT/PRACTICE TESTS/Princeton review /Crack the new Sat online practice/Cracking_SAT_2020_Prem_Online_Practice_Test_8_Answers.pdf,reviewed,form-76e5c391,13,3,3,False,remedial_pool,skel_be09616d,10,10,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,A,:,"The debate coach needed two items for the field report presentation in room 98 after reviewing 90 records ______ a clear diagram and a short summary.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-cracking-sat-2020-prem-online-practice-test-8-answers-011,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-cracking-sat-2020-prem-online-practice-test-8-answers,SAT/PRACTICE TESTS/Princeton review /Crack the new Sat online practice/Cracking_SAT_2020_Prem_Online_Practice_Test_8_Answers.pdf,reviewed,form-84b8c3b6,4,3,2,False,remedial_pool,skel_8f0adec2,9,10,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,D,:,"The robotics team needed two items for the survey presentation in room 19 after reviewing 18 records ______ a clear diagram and a short summary.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-cracking-sat-2020-prem-online-practice-test-8-answers-013,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-cracking-sat-2020-prem-online-practice-test-8-answers,SAT/PRACTICE TESTS/Princeton review /Crack the new Sat online practice/Cracking_SAT_2020_Prem_Online_Practice_Test_8_Answers.pdf,reviewed,form-02c32203,14,3,3,False,remedial_pool,skel_498fd919,10,10,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,B,:,"The student editor needed two items for the grant draft presentation in room 55 after reviewing 54 records ______ a clear diagram and a short summary.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-cracking-sat-2020-prem-online-practice-test-8-answers-015,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-cracking-sat-2020-prem-online-practice-test-8-answers,SAT/PRACTICE TESTS/Princeton review /Crack the new Sat online practice/Cracking_SAT_2020_Prem_Online_Practice_Test_8_Answers.pdf,reviewed,form-84b8c3b6,11,3,3,False,remedial_pool,skel_8f0adec2,10,10,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,D,:,"The robotics team needed two items for the survey presentation in room 91 after reviewing 90 records ______ a clear diagram and a short summary.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-2018-oct-answers-001,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2018-oct-answers,SAT/REAL TESTS/2018_Oct_Answers.pdf,reviewed,form-86517547,7,3,3,False,core_pool,skel_dbac1af8,1,10,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,A,; by,"By June, the astronomy club had finished week 88 of the exhibit plan after reviewing 53 records ______ by September, the data team had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-2018-oct-answers-002,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2018-oct-answers,SAT/REAL TESTS/2018_Oct_Answers.pdf,reviewed,form-8a130e53,7,3,3,False,core_pool,skel_a0c50db8,1,10,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,D,; by,"By June, the garden volunteers had finished week 9 of the prototype after reviewing 71 records ______ by September, the neighborhood association had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?"
