id,sourceFile,sourceIndex,sourceType,section,domain,skill,difficulty,questionType,practicePool,priority,reason,severity,issues,warnings,depthFlags,explanationWords,correctExplanationWords,distractorExplanationCount,topicKey
antigravity-aa451297,antigravity-bank.json,1217,antigravity,Reading and Writing,Information and Ideas,Central Ideas and Details,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_rw_explanation:27_words;generic_distractor_teaching,63,27,3,embryonic-like
antigravity-ab4f63fe,antigravity-bank.json,1252,antigravity,Math,Algebra,Linear equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:15_words;generic_distractor_teaching,63,15,3,relationship
antigravity-baa57845,antigravity-bank.json,379,antigravity,Math,Advanced Math,Equivalent expressions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:15_words;generic_distractor_teaching,63,15,3,simplify
antigravity-bc140dea,antigravity-bank.json,1148,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_rw_explanation:27_words;generic_distractor_teaching,63,27,3,significant
antigravity-beef79c1,antigravity-bank.json,797,antigravity,Reading and Writing,Expression of Ideas,Transitions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_rw_explanation:27_words;generic_distractor_teaching,63,27,3,traditionally
antigravity-c07747f3,antigravity-bank.json,1143,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:27_words;generic_distractor_teaching,63,27,3,effortlessly
antigravity-cdca92c4,antigravity-bank.json,199,antigravity,Math,Algebra,Linear equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:15_words;generic_distractor_teaching,63,15,3,
antigravity-d59e4461,antigravity-bank.json,1136,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:15_words;generic_distractor_teaching,63,15,3,
antigravity-d8e4d8ab,antigravity-bank.json,1550,antigravity,Math,Algebra,Linear functions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:15_words;generic_distractor_teaching,63,15,3,temperature
antigravity-df82a5cf,antigravity-bank.json,677,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_rw_explanation:27_words;generic_distractor_teaching,63,27,3,vulnerability
antigravity-f0cd8341,antigravity-bank.json,1877,antigravity,Math,Algebra,Systems of two linear equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:15_words;generic_distractor_teaching,63,15,3,
antigravity-1044d758,antigravity-bank.json,2893,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:16_words;generic_distractor_teaching,64,16,3,correlation
antigravity-2fee522b,antigravity-bank.json,833,antigravity,Reading and Writing,Information and Ideas,Central Ideas and Details,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,generic_distractor_teaching,64,28,3,democratization
antigravity-412adae3,antigravity-bank.json,1907,antigravity,Math,Advanced Math,Equivalent expressions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:16_words;generic_distractor_teaching,64,16,3,simplify
antigravity-50c7959f,antigravity-bank.json,1237,antigravity,Math,Algebra,Linear equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:16_words;generic_distractor_teaching,64,16,3,crosses
antigravity-58967480,antigravity-bank.json,1081,antigravity,Math,Algebra,Linear inequalities in one or two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:16_words;generic_distractor_teaching,64,16,3,values
antigravity-6e552733,antigravity-bank.json,713,antigravity,Reading and Writing,Information and Ideas,Central Ideas and Details,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,64,28,3,astrobiologists
antigravity-7131af52,antigravity-bank.json,159,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:16_words;generic_distractor_teaching,64,16,3,
antigravity-785cc41b,antigravity-bank.json,2403,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:16_words;generic_distractor_teaching,64,16,3,discriminant
antigravity-7c42760e,antigravity-bank.json,2568,antigravity,Math,Advanced Math,Equivalent expressions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:16_words;generic_distractor_teaching,64,16,3,simplify
antigravity-939ac6b4,antigravity-bank.json,2953,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:16_words;generic_distractor_teaching,64,16,3,intersect
antigravity-95dd507d,antigravity-bank.json,2968,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:16_words;generic_distractor_teaching,64,16,3,convenience
antigravity-a03beac2,antigravity-bank.json,792,antigravity,Reading and Writing,Expression of Ideas,Transitions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,64,28,3,industrialization
antigravity-b1431973,antigravity-bank.json,1382,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:16_words;generic_distractor_teaching,64,16,3,interior
antigravity-cb80226d,antigravity-bank.json,757,antigravity,Reading and Writing,Expression of Ideas,Transitions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,64,28,3,meticulously
antigravity-d133559b,antigravity-bank.json,842,antigravity,Reading and Writing,Craft and Structure,Cross-Text Connections,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,64,28,3,comprehensive
antigravity-d6bdd962,antigravity-bank.json,1314,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:16_words;generic_distractor_teaching,64,16,3,non-adjacent
antigravity-d6dcaf53,antigravity-bank.json,2963,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:16_words;generic_distractor_teaching,64,16,3,negative
antigravity-ed39d29d,antigravity-bank.json,673,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,64,28,3,implementation
antigravity-f0989a33,antigravity-bank.json,2170,antigravity,Math,Algebra,Linear functions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:16_words;generic_distractor_teaching,64,16,3,scenario
antigravity-fef734f5,antigravity-bank.json,2242,antigravity,Math,Advanced Math,Equivalent expressions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:16_words;generic_distractor_teaching,64,16,3,simplify
antigravity-095fb0bb,antigravity-bank.json,2959,antigravity,Math,Advanced Math,Equivalent expressions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:17_words;generic_distractor_teaching,65,17,3,simplify
antigravity-2cd1c29a,antigravity-bank.json,1243,antigravity,Math,Algebra,Linear inequalities in one or two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:17_words;generic_distractor_teaching,65,17,3,additional
antigravity-35ed2518,antigravity-bank.json,2406,antigravity,Math,Algebra,Systems of two linear equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:17_words;generic_distractor_teaching,65,17,3,intersection
antigravity-540765be,antigravity-bank.json,2279,antigravity,Math,Advanced Math,Nonlinear functions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:17_words;generic_distractor_teaching,65,17,3,increases
antigravity-5b626cda,antigravity-bank.json,785,antigravity,Reading and Writing,Craft and Structure,Words in Context,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,65,29,3,micromanaged
antigravity-5d567c44,antigravity-bank.json,1056,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,65,29,3,consumption
antigravity-6105ce66,antigravity-bank.json,1078,antigravity,Math,Algebra,Linear inequalities in one or two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:17_words;generic_distractor_teaching,65,17,3,catering
antigravity-6a09c4b7,antigravity-bank.json,1076,antigravity,Math,Algebra,Linear inequalities in one or two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:17_words;generic_distractor_teaching,65,17,3,student
antigravity-85ed4c39,antigravity-bank.json,1093,antigravity,Math,Algebra,Linear functions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:17_words;generic_distractor_teaching,65,17,3,gallons
antigravity-8de84bb5,antigravity-bank.json,755,antigravity,Reading and Writing,Craft and Structure,Text Structure and Purpose,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,65,29,3,incomprehensible
antigravity-9824529d,antigravity-bank.json,786,antigravity,Reading and Writing,Expression of Ideas,Transitions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,65,29,3,gravitational
antigravity-ad5138b0,antigravity-bank.json,843,antigravity,Reading and Writing,Expression of Ideas,Transitions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,65,29,3,architecture
antigravity-ae382456,antigravity-bank.json,2237,antigravity,Math,Algebra,Linear functions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:17_words;generic_distractor_teaching,65,17,3,
antigravity-b9b96c9c,antigravity-bank.json,1439,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:17_words;generic_distractor_teaching,65,17,3,exterior
antigravity-c46e5285,antigravity-bank.json,1436,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:17_words;generic_distractor_teaching,65,17,3,length
antigravity-d39c95ba,antigravity-bank.json,2047,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:17_words;generic_distractor_teaching,65,17,3,indicates
antigravity-d5950590,antigravity-bank.json,1186,antigravity,Math,Geometry and Trigonometry,Circles,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:17_words;generic_distractor_teaching,65,17,3,concentric
antigravity-ec4123e9,antigravity-bank.json,1215,antigravity,Reading and Writing,Information and Ideas,Central Ideas and Details,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,65,29,3,essentially
antigravity-f3814355,antigravity-bank.json,2560,antigravity,Math,Algebra,Linear inequalities in one or two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:17_words;generic_distractor_teaching,65,17,3,boundary
antigravity-f4067ee0,antigravity-bank.json,744,antigravity,Reading and Writing,Craft and Structure,Text Structure and Purpose,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,65,29,3,international
antigravity-32694f6a,antigravity-bank.json,1701,antigravity,Math,Advanced Math,Equivalent expressions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:18_words;generic_distractor_teaching,66,18,3,
antigravity-421769b7,antigravity-bank.json,1547,antigravity,Math,Advanced Math,Nonlinear functions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:18_words;generic_distractor_teaching,66,18,3,decreases
antigravity-4d20ce20,antigravity-bank.json,1421,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:18_words;generic_distractor_teaching,66,18,3,transportation
antigravity-552d793f,antigravity-bank.json,723,antigravity,Reading and Writing,Craft and Structure,Cross-Text Connections,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,66,30,3,disproportionate
antigravity-5fa5ca60,antigravity-bank.json,860,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:18_words;generic_distractor_teaching,66,18,3,transportation
antigravity-77c785ab,antigravity-bank.json,2362,antigravity,Math,Advanced Math,Nonlinear functions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:18_words;generic_distractor_teaching,66,18,3,exponential
antigravity-79baf643,antigravity-bank.json,973,antigravity,Math,Algebra,Systems of two linear equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:18_words;generic_distractor_teaching,66,18,3,customer
antigravity-880c5b14,antigravity-bank.json,1028,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:18_words;generic_distractor_teaching,66,18,3,corresponding
antigravity-96c4470e,antigravity-bank.json,2133,antigravity,Math,Advanced Math,Equivalent expressions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:18_words;generic_distractor_teaching,66,18,3,simplify
antigravity-ba011d73,antigravity-bank.json,747,antigravity,Reading and Writing,Expression of Ideas,Transitions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,66,30,3,theoretically
antigravity-dfd8d789,antigravity-bank.json,705,antigravity,Reading and Writing,Craft and Structure,Words in Context,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,66,30,3,paragraph-long
antigravity-fe9faa1e,antigravity-bank.json,1172,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:18_words;generic_distractor_teaching,66,18,3,rewritten
antigravity-0bbcac6d,antigravity-bank.json,1051,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,67,31,3,discourage
antigravity-307f1f71,antigravity-bank.json,2895,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:19_words;generic_distractor_teaching,67,19,3,stratified
antigravity-4e22e809,antigravity-bank.json,1363,antigravity,Math,Advanced Math,Equivalent expressions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:19_words;generic_distractor_teaching,67,19,3,
antigravity-532307d9,antigravity-bank.json,1205,antigravity,Math,Algebra,Linear equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:19_words;generic_distractor_teaching,67,19,3,brownies
antigravity-63fd11e7,antigravity-bank.json,1011,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:19_words;generic_distractor_teaching,67,19,3,frequency
antigravity-82b237ad,antigravity-bank.json,2021,antigravity,Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:19_words;generic_distractor_teaching,67,19,3,
antigravity-8a22dc22,antigravity-bank.json,1806,antigravity,Math,Geometry and Trigonometry,Circles,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:19_words;generic_distractor_teaching,67,19,3,centered
antigravity-8caea363,antigravity-bank.json,695,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:19_words;generic_distractor_teaching,67,19,3,
antigravity-a512a971,antigravity-bank.json,2275,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:19_words;generic_distractor_teaching,67,19,3,scalene
antigravity-b6aabba6,antigravity-bank.json,153,antigravity,Math,Advanced Math,Nonlinear functions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:19_words;generic_distractor_teaching,67,19,3,depreciates
antigravity-c91ef000,antigravity-bank.json,2127,antigravity,Math,Advanced Math,Nonlinear functions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:19_words;generic_distractor_teaching,67,19,3,exponential
antigravity-f0de0314,antigravity-bank.json,1012,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:19_words;generic_distractor_teaching,67,19,3,consistent
antigravity-f4164997,antigravity-bank.json,1919,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:19_words;generic_distractor_teaching,67,19,3,parabola
antigravity-02e9ee6f,antigravity-bank.json,1098,antigravity,Math,Algebra,Linear functions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:20_words;generic_distractor_teaching,68,20,3,
antigravity-0c0c0aa7,antigravity-bank.json,2165,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:20_words;generic_distractor_teaching,68,20,3,
antigravity-116dee1b,antigravity-bank.json,827,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,68,32,3,constantinople
antigravity-2ad5b679,antigravity-bank.json,706,antigravity,Reading and Writing,Expression of Ideas,Transitions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,68,32,3,intentionally
antigravity-4416f848,antigravity-bank.json,1230,antigravity,Math,Algebra,Systems of two linear equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:20_words;generic_distractor_teaching,68,20,3,
antigravity-4b6a3e25,antigravity-bank.json,1099,antigravity,Reading and Writing,Craft and Structure,Words in Context,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,68,32,3,supernatural
antigravity-512ddf30,antigravity-bank.json,1114,antigravity,Math,Advanced Math,Nonlinear functions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:20_words;generic_distractor_teaching,68,20,3,investment
antigravity-53fe60b3,antigravity-bank.json,1207,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:20_words;generic_distractor_teaching,68,20,3,dataset
antigravity-8a4de933,antigravity-bank.json,1984,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:20_words;generic_distractor_teaching,68,20,3,
antigravity-9472f8a8,antigravity-bank.json,1251,antigravity,Math,Algebra,Linear equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:20_words;generic_distractor_teaching,68,20,3,
antigravity-a9537eaa,antigravity-bank.json,2521,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:20_words;generic_distractor_teaching,68,20,3,stem-and-leaf
antigravity-d5e28dc8,antigravity-bank.json,718,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,68,32,3,sophistication
antigravity-e6b9d3b3,antigravity-bank.json,1034,antigravity,Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:20_words;generic_distractor_teaching,68,20,3,probability
antigravity-ee87892b,antigravity-bank.json,756,antigravity,Reading and Writing,Craft and Structure,Words in Context,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,68,32,3,architecture
antigravity-ffdbb645,antigravity-bank.json,1734,antigravity,Math,Advanced Math,Nonlinear functions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:20_words;generic_distractor_teaching,68,20,3,exponential
antigravity-138b95e9,antigravity-bank.json,322,antigravity,Math,Geometry and Trigonometry,Right triangles and trigonometry,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:21_words;generic_distractor_teaching,69,21,3,
antigravity-2374e88c,antigravity-bank.json,1129,antigravity,Math,Advanced Math,Equivalent expressions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:21_words;generic_distractor_teaching,69,21,3,
antigravity-311cf618,antigravity-bank.json,1025,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:21_words;generic_distractor_teaching,69,21,3,exterior
antigravity-61b6c0a9,antigravity-bank.json,982,antigravity,Math,Advanced Math,Nonlinear functions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:21_words;generic_distractor_teaching,69,21,3,compounded
antigravity-720b9c20,antigravity-bank.json,1202,antigravity,Math,Algebra,Linear equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:21_words;generic_distractor_teaching,69,21,3,
antigravity-aa8cfa30,antigravity-bank.json,1460,antigravity,Math,Advanced Math,Equivalent expressions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:21_words;generic_distractor_teaching,69,21,3,simplify
antigravity-af227a65,antigravity-bank.json,978,antigravity,Math,Advanced Math,Equivalent expressions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:21_words;generic_distractor_teaching,69,21,3,
antigravity-c59be815,antigravity-bank.json,2125,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:21_words;generic_distractor_teaching,69,21,3,hypotenuse
antigravity-02456024,antigravity-bank.json,1283,antigravity,Math,Advanced Math,Nonlinear functions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:22_words;generic_distractor_teaching,70,22,3,piecewise
antigravity-0cfaae18,antigravity-bank.json,1181,antigravity,Math,Geometry and Trigonometry,Circles,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:22_words;generic_distractor_teaching,70,22,3,center
antigravity-20d72798,antigravity-bank.json,2312,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:22_words;generic_distractor_teaching,70,22,3,declining
antigravity-2f0044b7,antigravity-bank.json,1163,antigravity,Math,Geometry and Trigonometry,Right triangles and trigonometry,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:22_words;generic_distractor_teaching,70,22,3,
antigravity-36044bec,antigravity-bank.json,1866,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:22_words;generic_distractor_teaching,70,22,3,students
antigravity-69fd28de,antigravity-bank.json,984,antigravity,Math,Advanced Math,Nonlinear functions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:22_words;generic_distractor_teaching,70,22,3,depreciates
antigravity-7ab69342,antigravity-bank.json,1125,antigravity,Math,Advanced Math,Equivalent expressions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:22_words;generic_distractor_teaching,70,22,3,values
antigravity-94fe99e4,antigravity-bank.json,2240,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:22_words;generic_distractor_teaching,70,22,3,parabola
antigravity-ac8b304d,antigravity-bank.json,906,antigravity,Math,Algebra,Linear inequalities in one or two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:22_words;generic_distractor_teaching,70,22,3,questions
antigravity-adfe9fed,antigravity-bank.json,2131,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:22_words;generic_distractor_teaching,70,22,3,crosses
antigravity-d29c95fd,antigravity-bank.json,832,antigravity,Reading and Writing,Expression of Ideas,Transitions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,70,34,3,appropriately
antigravity-df85749e,antigravity-bank.json,986,antigravity,Reading and Writing,Information and Ideas,Inferences,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,70,34,3,substantially
antigravity-0684514f,antigravity-bank.json,845,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,71,35,3,international
antigravity-177ddb0a,antigravity-bank.json,1209,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:23_words;generic_distractor_teaching,71,23,3,deviation
