sourceIndex,id,status,currentDomain,currentSkill,inferredDomain,inferredSkill,difficulty,correctAnswer,correctText,oldCorrectWords,oldCorrectMeetsMinimum,flagCount,flags
584,19876543,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Craft and Structure,Text Structure and Purpose,Medium,D,To create a new art form that was more nonsensical and provocative.,60,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Central Ideas and Details->Text Structure and Purpose
1036,3259104e,needs_metadata_or_quality_review,Expression of Ideas,Rhetorical Synthesis,Craft and Structure,Text Structure and Purpose,Medium,A,describing the characteristics of people who are truly successful.,60,True,2,domain_mismatch:Expression of Ideas->Craft and Structure;skill_mismatch:Rhetorical Synthesis->Text Structure and Purpose
52,8265dfc1,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Craft and Structure,Words in Context,Medium,A,emphasize the importance of personal choice in the development of social skills.,60,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Central Ideas and Details->Words in Context
958,82b7f59b,needs_metadata_or_quality_review,Expression of Ideas,Rhetorical Synthesis,Craft and Structure,Text Structure and Purpose,Medium,B,emphasize the importance of understanding the overall purpose of a text.,60,True,2,domain_mismatch:Expression of Ideas->Craft and Structure;skill_mismatch:Rhetorical Synthesis->Text Structure and Purpose
1119,d82c611c,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,provide evidence to support the claim that home renovation shows promote a narrow view of home design.,60,True,0,
507,random_id_a4,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Information and Ideas,Central Ideas and Details,Medium,B,the potential to negatively impact communication.,60,True,2,domain_mismatch:Standard English Conventions->Information and Ideas;skill_mismatch:Boundaries->Central Ideas and Details
659,random_id_a5,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,A,provide evidence to support a general claim about the impact of technology.,60,True,0,
611,random_id_b7,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"It was, I thought, too young to know.",60,True,0,
24,random_id_d4,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,"The team’s goal is to design a robot that can shake hands with a human, in order to improve human-robot interactions, and to make people...",60,True,0,
452,f3498a32,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,C,create a vivid and memorable portrait of the boy.,61,True,0,
1079,random_id_a1,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"The driver, however, was not in the least disturbed; he kept turning his head to left and right, but I could not see anything through the...",61,True,0,
509,random_id_a9,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Craft and Structure,Cross-Text Connections,Medium,A,they have different views on the species’ environmental impact.,61,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Central Ideas and Details->Cross-Text Connections
1280,random_id_b2,needs_metadata_or_quality_review,Expression of Ideas,Rhetorical Synthesis,Information and Ideas,Inferences,Medium,D,show that a college degree is not always a guarantee of success.,61,True,2,domain_mismatch:Expression of Ideas->Information and Ideas;skill_mismatch:Rhetorical Synthesis->Inferences
1059,random_id_e9,safe_to_upgrade,Information and Ideas,Inferences,Information and Ideas,Inferences,Medium,D,provide evidence that challenges a common stereotype.,61,True,0,
128,14337a4b,needs_metadata_or_quality_review,Craft and Structure,Text Structure and Purpose,Information and Ideas,Inferences,Medium,B,illustrate the idea that a person's personality is influenced by a complex interplay of factors.,62,True,2,domain_mismatch:Craft and Structure->Information and Ideas;skill_mismatch:Text Structure and Purpose->Inferences
33,564f68a7,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Information and Ideas,Inferences,Medium,A,The discovery of an active LINE transposon in the genomes of octopus species supports the theory that LINE transposons are a crucial part...,62,True,1,skill_mismatch:Central Ideas and Details->Inferences
1034,945f08d2,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,D,To conclude the passage by emphasizing the need for businesses to reconsider their views on interruptions.,62,True,0,
1284,d46e161b,needs_metadata_or_quality_review,Standard English Conventions,"Form, Structure, and Sense",Standard English Conventions,Boundaries,Medium,C,"told the campers, ""Remember to bring a towel and be prepared for anything!"" The campers all nodded in agreement.",62,True,1,"skill_mismatch:Form, Structure, and Sense->Boundaries"
129,e32a2215,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,describe the risks involved in the sharing of opinions on social media.,62,True,0,
441,e45f93a2,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,A,provide evidence that the placebo effect can affect more than just symptoms.,62,True,0,
376,e892a937,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Craft and Structure,Words in Context,Medium,A,values her independence and self-reliance.,62,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Central Ideas and Details->Words in Context
329,random_id_a1,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"the team had a long losing streak, and the coach was criticized for his leadership; the team’s win was also significant",62,True,0,
1121,random_id_a4,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,C,"short, declarative sentences",62,True,0,
276,random_id_c5,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"After the team’s victory, the coach gave a speech in the locker room, praising the players’ hard work and dedication.",62,True,0,
185,random_id_c6,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Words in Context,Medium,A,introduce an argument that contradicts the previous statement.,62,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Words in Context
270,random_id_c8,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,A,"Catherine is a more talented artist than Henry, but she is too busy with other activities to focus on drawing.",62,True,0,
600,random_id_c8,safe_to_upgrade,Expression of Ideas,Rhetorical Synthesis,Expression of Ideas,Rhetorical Synthesis,Medium,C,To create a vivid and memorable image of the speaker’s living space.,62,True,0,
983,random_id_c8,needs_metadata_or_quality_review,Craft and Structure,Text Structure and Purpose,Craft and Structure,Words in Context,Medium,D,a need to create a more engaging and thought-provoking reading experience.,62,True,1,skill_mismatch:Text Structure and Purpose->Words in Context
757,12d8c11d,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,", leaving him isolated and alone.",63,True,0,
1230,2039ab12,safe_to_upgrade,Expression of Ideas,Rhetorical Synthesis,Expression of Ideas,Rhetorical Synthesis,Medium,D,"It is imperative that we recognize that humans are not separate from the natural world but are an integral part of it, and that protectin...",63,True,0,
1027,55811424,needs_metadata_or_quality_review,Standard English Conventions,"Form, Structure, and Sense",Craft and Structure,Words in Context,Medium,C,The new software impacted employee morale.,63,True,2,"domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Form, Structure, and Sense->Words in Context"
782,random_id_a2,needs_metadata_or_quality_review,Expression of Ideas,Rhetorical Synthesis,Craft and Structure,Text Structure and Purpose,Medium,D,advocate for a specific approach to making change.,63,True,2,domain_mismatch:Expression of Ideas->Craft and Structure;skill_mismatch:Rhetorical Synthesis->Text Structure and Purpose
1253,random_id_a9,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,A,it is important to be aware of the limitations of our sources of information.,63,True,0,
837,random_id_e7,safe_to_upgrade,Craft and Structure,Words in Context,Craft and Structure,Words in Context,Medium,B,create a sense of contrast between the two things being juxtaposed.,63,True,0,
977,random_id_e8,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Words in Context,Medium,A,"Stay a safe distance away, and observe the animal from afar.",63,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Words in Context
1139,14e78231,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,"The research team, which is made up of scientists from several universities, discovered a new species of butterfly in the Amazon rainfore...",64,True,0,
394,2387b412,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,B,describe the effects of the Industrial Revolution.,64,True,0,
638,5168a520,needs_metadata_or_quality_review,Craft and Structure,Text Structure and Purpose,Information and Ideas,Inferences,Medium,B,the process of creation is not the only factor that contributes to quality improvement.,64,True,2,domain_mismatch:Craft and Structure->Information and Ideas;skill_mismatch:Text Structure and Purpose->Inferences
879,e8359a8c,needs_metadata_or_quality_review,Standard English Conventions,"Form, Structure, and Sense",Standard English Conventions,Boundaries,Medium,A,showcasing,64,True,1,"skill_mismatch:Form, Structure, and Sense->Boundaries"
1268,f8626288,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,B,the importance of considering the potential impacts of technology on the environment.,64,True,0,
320,random_id_c1,safe_to_upgrade,Information and Ideas,Inferences,Information and Ideas,Inferences,Medium,A,present evidence that supports the claim that people often choose badly.,64,True,0,
405,random_id_english_1,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"After a series of events that test the protagonist’s resilience, the reader is left to ponder the character’s inner strength.",64,True,0,
283,48ebf9ac,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,The author uses the natural world to show the connection between the human world and the natural world.,65,True,0,
643,528c96ab,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,"The team has been working for years, and they have made significant progress in their research; however, they have encountered many chall...",65,True,0,
63,564389ac,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,D,in the lab.,65,True,0,
1296,6435329d,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Expression of Ideas,Transitions,Medium,A,"They can help to clarify the meaning of an essay’s ideas, to help the reader to see how the essay’s ideas relate to one another.",65,True,2,domain_mismatch:Standard English Conventions->Expression of Ideas;skill_mismatch:Boundaries->Transitions
997,765eb62e,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,B,It introduces a problem that is examined in the text.,65,True,0,
1191,8a6c30fa,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"but only if people know a lot about what we already know, which is a problem.",65,True,0,
259,random_id_a11,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,B,introduce the idea that humans are not the only species capable of language.,65,True,0,
863,random_id_b3,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Words in Context,Medium,B,there is a growing concern that social media usage may be detrimental to well-being.,65,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Words in Context
749,random_id_b8,safe_to_upgrade,Information and Ideas,Inferences,Information and Ideas,Inferences,Medium,A,understand how the birds are adapting to changing environmental conditions.,65,True,0,
1126,random_id_e8,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,A,It contrasts the protagonist’s attitude at the beginning of the novel with the protagonist’s attitude at the end of the novel.,65,True,0,
1279,random_id_a2,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,It suggests that efficiency is not the only factor that influences user adoption.,66,True,0,
1062,random_id_b6,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,"The Red Badge of Courage, considered one of the great American novels.",66,True,0,
939,random_id_e2,needs_metadata_or_quality_review,Expression of Ideas,Rhetorical Synthesis,Information and Ideas,Inferences,Medium,B,the pursuit of material wealth can lead to unhappiness and isolation.,66,True,2,domain_mismatch:Expression of Ideas->Information and Ideas;skill_mismatch:Rhetorical Synthesis->Inferences
461,random_id_e5,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,B,create a sense of suspense and excitement.,66,True,0,
1272,6e777d8f,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,"The group of children is excited to visit the museum, having been studying the history of the United States for weeks.",67,True,0,
848,e86d4e5c,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,A,The poet uses imagery to convey her feelings about nature and the human condition.,67,True,0,
907,f2745a1b,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,B,illustrate the unusual nature of the place.,67,True,0,
330,f890dc20,needs_metadata_or_quality_review,Standard English Conventions,"Form, Structure, and Sense",Standard English Conventions,Boundaries,Medium,C,The Sound of Silence,67,True,1,"skill_mismatch:Form, Structure, and Sense->Boundaries"
889,random_id_a3,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,D,"The world’s first known use of the term “cyberspace” appeared in the 1984 science fiction novel *Neuromancer*, written by William Gibson,...",67,True,0,
678,random_id_b8,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Craft and Structure,Words in Context,Medium,A,"although attending college events can contribute to a sense of belonging, it is not the only factor.",67,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Central Ideas and Details->Words in Context
1414,random_id_e2,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"Warming temperatures were causing birds to shift their migration routes to the north, and this could have significant consequences for th...",67,True,0,
342,67c2e18b,needs_metadata_or_quality_review,Information and Ideas,Inferences,Craft and Structure,Words in Context,Medium,B,makes it easier for consumers to understand the importance of a balanced diet.,68,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Inferences->Words in Context
814,b7865c92,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Text Structure and Purpose,Medium,C,To emphasize the narrator’s mental state.,68,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Text Structure and Purpose
610,random_id_a1,needs_metadata_or_quality_review,Standard English Conventions,"Form, Structure, and Sense",Standard English Conventions,Boundaries,Medium,B,whereas,68,True,1,"skill_mismatch:Form, Structure, and Sense->Boundaries"
1017,random_id_a1,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,D,"Wearing a stylish bright red coat, she was very kind to me, and we became instant friends.",68,True,0,
1143,random_id_e3,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"Tolkien, a philologist, created a world rich in mythology, history, and language, and crafted a system of languages that were intricately...",68,True,0,
1411,random_id_e4,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,A,a desire to escape their current situation.,68,True,0,
500,random_id_e8,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,A,The author suggests that animal agriculture is not the only source of greenhouse gases.,68,True,0,
547,65d2a562,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Expression of Ideas,Transitions,Medium,A,flourish.,69,True,2,domain_mismatch:Standard English Conventions->Expression of Ideas;skill_mismatch:Boundaries->Transitions
1104,d64749a8,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Text Structure and Purpose,Medium,D,"For example, researchers studying the structure of gecko feet, with its millions of microscopic hairs that allow it to adhere to virtuall...",69,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Text Structure and Purpose
136,e1b0f4c5,needs_metadata_or_quality_review,Information and Ideas,Inferences,Information and Ideas,Central Ideas and Details,Medium,B,may be better suited to living in new environments than in traditional habitats.,69,True,1,skill_mismatch:Inferences->Central Ideas and Details
1252,e755b10c,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Information and Ideas,Inferences,Medium,B,influenced by a complex interaction between our senses and our minds.,69,True,1,skill_mismatch:Central Ideas and Details->Inferences
111,random_id_23,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"For example, one study found that university students learning Japanese as a second language were more likely to adopt the cultural norms...",69,True,0,
449,random_id_a1,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"She received numerous awards and recognitions, including the National Medal of Arts and the Presidential Medal of Freedom, for her work.",69,True,0,
909,random_id_a1,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,B,explain why the speaker believes that reading traditional literature can be beneficial.,69,True,0,
836,7689a989,needs_metadata_or_quality_review,Expression of Ideas,Rhetorical Synthesis,Craft and Structure,Text Structure and Purpose,Medium,D,Rhetorical question,70,True,2,domain_mismatch:Expression of Ideas->Craft and Structure;skill_mismatch:Rhetorical Synthesis->Text Structure and Purpose
774,d25ac458,safe_to_upgrade,Expression of Ideas,Rhetorical Synthesis,Expression of Ideas,Rhetorical Synthesis,Medium,C,exploring the challenges of belonging and finding a place to feel comfortable.,70,True,0,
1247,e965f132,needs_metadata_or_quality_review,Information and Ideas,Command of Evidence: Quantitative,Information and Ideas,Inferences,Medium,B,"People are often swayed by the way information is presented, rather than by the actual content of the information itself.",70,True,1,skill_mismatch:Command of Evidence: Quantitative->Inferences
519,random_id_23,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,"the musician has never forgotten the small town where he grew up, often returning to visit his family and friends.",70,True,0,
132,random_id_b10,needs_metadata_or_quality_review,Standard English Conventions,"Form, Structure, and Sense",Standard English Conventions,Boundaries,Medium,C,"However, most people agree that social media is a powerful tool that can be used for good or evil.",70,True,1,"skill_mismatch:Form, Structure, and Sense->Boundaries"
1,random_id_d6,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,This finding directly challenged the accepted view that female participation in hunting was negligible.,70,True,0,
694,random_id_e2,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"books were painstakingly copied by hand, making it expensive and rare.",70,True,0,
583,234234e5,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"To provide a contrasting example of unconventional punctuation to ""i sing of Olaf glad and big.""",71,True,0,
552,67998ab3,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,D,A period,71,True,0,
1215,b123456,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Information and Ideas,Inferences,Medium,B,explain that individual experiences are interconnected and influence one another.,71,True,1,skill_mismatch:Central Ideas and Details->Inferences
609,random_id_c1,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,A,The power of individual action to make a difference in the world.,71,True,0,
999,random_id_c1,needs_metadata_or_quality_review,Standard English Conventions,"Form, Structure, and Sense",Standard English Conventions,Boundaries,Medium,A,involves,71,True,1,"skill_mismatch:Form, Structure, and Sense->Boundaries"
572,random_id_c9,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"The friends loved to swim, hike, and play games, but they also enjoyed relaxing and talking in the evenings.",71,True,0,
90,8746f12b,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,A,The symphony orchestra has evolved significantly since the Baroque era.,72,True,0,
19,a12a31a3,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,It is particularly exciting because such a large dinosaur has never been discovered before.,72,True,0,
47,random_id_a3,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,B,The internet is a powerful tool for building relationships and creating a more connected world.,72,True,0,
267,random_id_a7,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,A,illustrate the concept that familiarity can bring comfort and peace.,72,True,0,
588,random_id_eng,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"The subway system, a marvel of engineering, and the result of a massive amount of planning and labor, is a testament to the vision of tho...",72,True,0,
169,23453454,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"The scientist was researching a new method for detecting cancer cells in patients, a technique that could improve the diagnosis and treat...",73,True,0,
817,259f495a,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,A,show the reader that Mr. Brown is a complex character with many sides.,73,True,0,
1159,74e41e9f,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,B,The passage highlights the importance of the concept of the arrow of time to our understanding of the universe.,73,True,0,
106,92d8e3a1,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,"hieroglyphs were used to record important events, such as the lives of pharaohs, and to document religious beliefs.",73,True,0,
1317,f8d7a57c,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,A turning point in the development of the genre was marked by a series of events.,73,True,0,
1347,random_id_a3,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"The Belle Époque, a period of relative peace and prosperity in France, was marked by technological advancements, economic growth, and a f...",73,True,0,
925,random_id_a4,safe_to_upgrade,Information and Ideas,Inferences,Information and Ideas,Inferences,Medium,A,rejection of the idea that humans are separate from nature and should not try to control it.,73,True,0,
467,234d443f,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,"The author of the book *The Great Gatsby* is F. Scott Fitzgerald, and it’s often suggested that the popularity of this book has increased...",74,True,0,
982,647980b1,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,A,the new type of research is more effective and reliable than traditional approaches.,74,True,0,
1274,a698587d,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,D,"The company decided to invest in a new product line, a decision that would require significant capital.",74,True,0,
1172,e8731968,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,B,people are more likely to notice things that stand out.,74,True,0,
715,f4f82c9b,needs_metadata_or_quality_review,Expression of Ideas,Rhetorical Synthesis,Craft and Structure,Words in Context,Medium,A,the villagers’ actions are based on a set of beliefs and practices that have been passed down through generations.,74,True,2,domain_mismatch:Expression of Ideas->Craft and Structure;skill_mismatch:Rhetorical Synthesis->Words in Context
674,f9896b7c,needs_metadata_or_quality_review,Craft and Structure,Text Structure and Purpose,Information and Ideas,Inferences,Medium,B,disorientation with the setting.,74,True,2,domain_mismatch:Craft and Structure->Information and Ideas;skill_mismatch:Text Structure and Purpose->Inferences
22,random_id_a1,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,A,The discovery of a Viking ship in Norway has sparked debate among archaeologists about the ship’s authenticity.,74,True,0,
905,random_id_a1,needs_metadata_or_quality_review,Craft and Structure,Words in Context,Expression of Ideas,Transitions,Medium,A,emphasize the contrast between the two ideas presented.,74,True,2,domain_mismatch:Craft and Structure->Expression of Ideas;skill_mismatch:Words in Context->Transitions
1223,random_id_b8,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,C,reveal the protagonist's growing disillusionment with the world.,74,True,0,
578,random_id_c8,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Text Structure and Purpose,Medium,A,To provide evidence that the Earth’s magnetic field is unpredictable.,74,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Text Structure and Purpose
865,random_id_e1,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"However, the telephone was not without its limitations. One of the most notable limitations was that telephone calls were often interrupt...",74,True,0,
401,c345c423,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,"The popularity of ""The Great Gatsby"" has increased in recent years, as readers are drawn to the book's themes of love, loss, and the Amer...",75,True,0,
347,f54c918d,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"The three most important ingredients in a successful recipe are good ingredients, careful preparation, and a dash of creativity.",75,True,0,
1080,random_id_a4,needs_metadata_or_quality_review,Information and Ideas,Inferences,Craft and Structure,Text Structure and Purpose,Medium,C,demonstrate the speaker’s growing understanding of the world.,75,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Inferences->Text Structure and Purpose
832,random_id_english,safe_to_upgrade,Information and Ideas,Inferences,Information and Ideas,Inferences,Medium,A,She has faith in her own strength and spirit.,75,True,0,
364,3c59a3a6,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,She went to the store; she bought bread.,76,True,0,
568,65482aa8,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,D,"The sentence emphasizes the speaker’s lack of control over his emotions, which makes the speaker seem more vulnerable.",76,True,0,
692,90d43b95,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"Some of the artist’s portraits feature realistic details and complex compositions; others are more stylized, using bold colors and abstra...",76,True,0,
1025,random_id_a5,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,D,"The study's authors, a team of climate scientists, report that the Arctic is warming at twice the rate of the rest of the planet; the eff...",76,True,0,
606,random_id_c9,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Craft and Structure,Text Structure and Purpose,Medium,C,challenge the reader to reconsider the relationship between strong opinions and open-mindedness.,76,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Central Ideas and Details->Text Structure and Purpose
479,random_id_d3,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,Sunken Ship of Uluburun,76,True,0,
60,83b354c7,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,D,"When writing about a historical event, it is important to use language that accurately reflects the time period in which the event took p...",78,True,0,
1220,a7791e3e,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,"Standing in the doorway, her eyes were dark, her face was pale.",78,True,0,
61,random_id_a1,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"Dylan’s music was groundbreaking and innovative, and it resonated with a generation that was seeking change.",78,True,0,
1328,random_id_e6,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Information and Ideas,Inferences,Medium,A,use too many commas.,78,True,2,domain_mismatch:Standard English Conventions->Information and Ideas;skill_mismatch:Boundaries->Inferences
397,234eb589,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"As a teenager, I have been fortunate enough to experience ""home"" in many different ways.",79,True,0,
232,2487f39f,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,—it is important to read the nutrition labels carefully to make sure that you are not consuming too much sugar.,79,True,0,
992,3452f782,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"The train inched across the bridge, its wheels groaning slowly against the steel.",79,True,0,
292,a83c762d,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,I was shocked and dismayed by the evidence.,79,True,0,
745,f174e85a,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,The sun was setting; the sky was ablaze with color.,79,True,0,
